LINC01409
AL445248.1
TMEM39B
KPNA6
TXLNA
CCDC28B
IQCC
TMEM234
EIF3I
HDAC1
MARCKSL1
FAM229A
BSDC1
ZBTB8A
ZBTB8OS
RBBP4
SYNC
KIAA1522
YARS1
S100PBP
TMEM54
RNF19B
AK2
AZIN2
TRIM62
ZNF362
PHC2
ZSCAN20
SMIM12
GJB5
GJB3
TMEM35B
ZMYM6
ZMYM1
SFPQ
ZMYM4
KIAA0319L
NCDN
PSMB2
C1orf216
AGO4
AGO1
AGO3
TEKT2
ADPRS
TRAPPC3
MAP7D1
THRAP3
SH3D21
EVA1B
AL591845.1
STK40
LSM10
OSCP1
MRPS15
CSF3R
LINC01137
ZC3H12A
MEAF6
SNIP1
DNALI1
GNL2
C1orf109
CDCA8
EPHA10
MANEAL
YRDC
C1orf122
MTF1
INPP5B
SF3A3
FHL3
UTP11
RRAGC
AL139260.1
MYCBP
RHBDL2
AKIRIN1
NDUFS5
MACF1
PABPC4
PPIE
BMP8B
TRIT1
MYCL
MFSD2A
CAP1
PPT1
RLF
AL050341.2
ZMPSTE24
COL9A2
SMAP2
ZFP69
EXO5
ZNF684
RIMS3
NFYC
CITED4
CTPS1
SCMH1
FOXO6
EDN2
HIVEP3
FOXJ3
RIMKLA
ZMYND12
PPCS
CCDC30
PPIH
YBX1
P3H1
C1orf50
SVBP
ERMAP
ZNF691
SLC2A1
SLC2A1-AS1
FAM183A
EBNA1BP2
TMEM125
C1orf210
AL139289.1
CDC20
ELOVL1
MED8
SZT2
HYI
PTPRF
KDM4A
KDM4A-AS1
ST3GAL3
ARTN
IPO13
DPH2
ATP6V0B
B4GALT2
CCDC24
SLC6A9
AL139220.2
DMAP1
ERI3
RNF220
TMEM53
ARMH1
RPS8
PLK3
BTBD19
EIF2B3
HECTD3
UROD
MUTYH
TOE1
TESK2
CCDC163
MMACHC
PRDX1
AKR1A1
NASP
GPBP1L1
TMEM69
IPP
MAST2
PIK3R3
AL358075.2
TSPAN1
POMGNT1
LURAP1
LRRC41
UQCRH
NSUN4
FAAH
MKNK1
MOB3C
ATPAF1
EFCAB14
CYP4B1
CYP4X1
CYP4Z1
LINC00853
PDZK1IP1
CMPK1
TRABD2B
SPATA6
AGBL4
BEND5
FAF1
CDKN2C
RNF11
TTC39A
TTC39A-AS1
EPS15
OSBPL9
NRDC
RAB3B
TXNDC12
KTI12
BTF3L4
ZFYVE9
CC2D1B
PRPF38A
TUT4
GPX7
COA7
ZYG11B
ECHDC2
SCP2
CPT2
CZIB
MAGOH
AL606760.1
LRP8
NDC1
YIPF1
DIO1
HSPB11
LRRC42
LDLRAD1
TMEM59
TCEANC2
CYB5RL
MRPL37
SSBP3
ACOT11
TTC4
PARS2
TTC22
DHCR24
TMEM61
USP24
PLPP3
PRKAA2
FYB2
DAB1
OMA1
TACSTD2
MYSM1
JUN
LINC01135
FGGY
HOOK1
CYP2J2
NFIA
TM2D1
AC099791.2
PATJ
USP1
DOCK7
ATG4C
FOXD3-AS1
ALG6
ITGB3BP
EFCAB7
PGM1
RAVER2
JAK1
AK4
DNAJC6
LEPROT
LEPR
PDE4B
DNAI4
MIER1
SLC35D1
SERBP1
GADD45A
GNG12
DIRAS3
WLS
AL033530.1
LRRC40
SRSF11
ANKRD13C
HHLA3
CTH
PTGER3
ZRANB2
ZRANB2-AS2
LRRIQ3
FPGT
CRYZ
TYW3
SLC44A5
ACADM
RABGGTB
ST6GALNAC5
PIGK
AK5
ZZZ3
USP33
MIGA1
FUBP1
DNAJB4
AC103591.3
IFI44L
IFI44
LINC01725
TTLL7
PRKACB
SAMD13
RPF1
GNG5
SPATA1
CTBS
SSX2IP
LPAR3
SYDE2
C1orf52
BCL10
AL078459.1
DDAH1
CCN1
ZNHIT6
ODF2L
SH3GLB1
SELENOF
HS2ST1
LMO4
PKN2
GTF2B
KYAT3
RBMXL1
GBP3
GBP1
GBP2
GBP4
LRRC8B
LRRC8C
LRRC8D
ZNF326
ZNF644
CDC7
TGFBR3
EPHX4
BTBD8
GLMN
RPAP2
EVI5
RPL5
DIPK1A
MTF2
TMED5
CCDC18
CCDC18-AS1
DR1
FNBP1L
BCAR3
DNTTIP2
GCLM
ARHGAP29
ARHGAP29-AS1
ABCD3
F3
SLC44A3
CNN3
AC105942.1
ALG14
TLCD4
RWDD3
PTBP2
DPYD
SNX7
PALMD
FRRS1
AGL
SLC35A3
MFSD14A
SASS6
TRMT13
DBT
RTCA-AS1
RTCA
CDC14A
EXTL2
AC104506.1
SLC30A7
DPH5
AC093157.1
RNPC3
AMY2A
PRMT6
NTNG1
VAV3
SLC25A24
AL359258.2
FAM102B
HENMT1
PRPF38B
STXBP3
AKNAD1
GPSM2
CLCC1
WDR47
TAF13
AL356488.3
TMEM167B
ELAPOR1
SARS1
CELSR2
PSRC1
SORT1
PSMA5
CYB561D1
GNAI3
AMPD2
GSTM4
GSTM3
CSF1
AHCYL1
STRIP1
KCNC4
RBM15
LAMTOR5-AS1
SLC16A4
LAMTOR5
LRIF1
AL360270.3
DRAM2
CEPT1
AL355816.2
DENND2D
CHI3L2
PIFO
OVGP1
WDR77
ATP5PB
RAP1A
INKA2
DDX20
KCND3
LINC01750
CTTNBP2NL
WNT2B
ST7L
CAPZA1
MOV10
RHOC
PPM1J
SLC16A1
SLC16A1-AS1
LRIG2
MAGI3
PHTF1
RSBN1
AP4B1
DCLRE1B
HIPK1-AS1
HIPK1
OLFML3
TRIM33
BCAS2
DENND2C
NRAS
CSDE1
SIKE1
SYCP1
VANGL1
SLC22A15
ATP1A1
ATP1A1-AS1
CD58
IGSF3
PTGFRN
TTF2
TRIM45
VTCN1
MAN1A2
TENT5C
GDAP2
WDR3
SPAG17
WARS2
WARS2-AS1
ZNF697
PHGDH
HMGCS2
NOTCH2
SEC22B
NOTCH2NLR
NBPF26
AC253572.1
LINC00623
SRGAP2C
LINC02591
LINC02802
AC246785.3
NBPF15
SRGAP2B
AC245014.3
NBPF20
GPR89A
PDZK1
RNF115
POLR3C
NUDT17
PIAS3
ITGA10
PEX11B
RBM8A
LIX1L-AS1
LIX1L
POLR3GL
TXNIP
AC239799.2
NBPF10
NOTCH2NLA
AC239799.1
AC245407.2
NBPF12
PRKAB2
AC242426.2
FMO5
CHD1L
BCL9
ACP6
GPR89B
LINC02804
NBPF11
AC239809.3
LINC01138
NBPF14
PDE4DIP
NBPF9
AC245297.3
NOTCH2NLC
NBPF19
H2BC18
AC243772.2
H4C14
H2AC19
AC239868.1
H2BC21
H2AC20
BOLA1
SF3B4
MTMR11
OTUD7B
AC244033.2
VPS45
PLEKHO1
ANP32E
CA14
APH1A
C1orf54
CIART
MRPS21
PRPF3
RPRD2
TARS2
ECM1
FALEC
ADAMTSL4
MCL1
ENSA
GOLPH3L
CTSS
CTSK
ARNT
SETDB1
CERS2
ANXA9
MINDY1
PRUNE1
BNIPL
C1orf56
CDC42SE1
MLLT11
GABPB2
SEMA6C
SCNM1
LYSMD1
VPS72
PIP5K1A
PSMD4
ZNF687-AS1
ZNF687
PI4KB
RFX5
SELENBP1
PSMB4
POGZ
CGN
TUFT1
AL365436.2
SNX27
CELF3
RIIAD1
MRPL9
OAZ3
TDRKH
TDRKH-AS1
RORC
C2CD4D
THEM4
S100A10
S100A11
SPRR3
S100A9
S100A8
S100A7
S100A6
S100A4
S100A3
S100A2
BX470102.2
S100A16
S100A14
S100A13
S100A1
AL162258.2
CHTOP
SNAPIN
ILF2
INTS3
SLC27A3
GATAD2B
DENND4B
CRTC2
SLC39A1
AL358472.4
CREB3L4
JTB
AL358472.2
RAB13
RPS27
TPM3
C1orf43
UBAP2L
HAX1
ATP8B2
IL6R-AS1
IL6R
UBE2Q1
ADAR
PMVK
AL451085.1
PBXIP1
PYGO2
AL451085.2
SHC1
CKS1B
FLAD1
ZBTB7B
DCST2
DCST1-AS1
ADAM15
EFNA4
EFNA3
EFNA1
SLC50A1
DPM3
KRTCAP2
TRIM46
MUC1
THBS3-AS1
THBS3
MTX1
GBA
FAM189B
SCAMP3
CLK2
HCN3
FDPS
RUSC1-AS1
RUSC1
ASH1L
ASH1L-AS1
MSTO1
AL353807.5
YY1AP1
DAP3
GON4L
RIT1
KHDC4
ARHGEF2
SSR2
UBQLN4
LAMTOR2
RAB25
MEX3A
LMNA
SEMA4A
SLC25A44
PMF1
BGLAP
PAQR6
SMG5
TMEM79
GLMP
CCT3
TSACC
RHBG
MIR9-1HG
MEF2D
NAXE
GPATCH4
HAPLN2
AL365181.2
BCAN
AL365181.3
NES
CRABP2
ISG20L2
RRNAD1
MRPL24
HDGF
PRCC
SH2D2A
ARHGEF11
ETV3
IFI16
DUSP23
CFAP45
TAGLN2
IGSF9
SLAMF9
LINC01133
PIGM
IGSF8
ATP1A2
ATP1A4
CASQ1
PEA15
DCAF8
AL139011.1
PEX19
COPA
NCSTN
VANGL2
F11R
TSTD1
USF1
ARHGAP30
NECTIN4
KLHDC9
PFDN2
NIT1
DEDD
UFC1
USP21
PPOX
B4GALT3
ADAMTS4
NDUFS2
TOMM40L
PCP4L1
SDHC
CFAP126
AL592295.6
AL592295.5
FCGR2A
HSPA6
FCGR2B
FCRLB
DUSP12
ATF6
NOS1AP
C1orf226
UHMK1
UAP1
DDR2
HSD17B7
RGS5
RGS5.1
PBX1
AL391001.1
AL357568.1
MGST3
ALDH9A1
TMCO1
UCK2
AL358115.1
POGK
TADA1
POU2F1
CREG1
MPZL1
ADCY10
MPC2
DCAF6
GPR161
TIPRL
SFT2D2
TBX19
ATP1B1
NME7
BLZF1
CCDC181
SLC19A2
Z99572.1
C1orf112
METTL18
SCYL3
KIFAP3
GORAB
FMO4
PRRC2C
VAMP4
EEF1AKNMT
PIGC
SUCO
PRDX6
KLHL20
CENPL
DARS2
GAS5
ZBTB37
RC3H1
RC3H1-IT1
RABGAP1L
Z99127.3
CACYBP
MRPS14
KIAA0040
COP1
RASAL2
RALGPS2
ANGPTL1
FAM20B
TOR3A
ABL2
SOAT1
TDRD5
TOR1AIP2
AL353708.3
TOR1AIP1
AL353708.1
CEP350
QSOX1
ACBD6
XPR1
STX6
MR1
IER5
GLUL
RNASEL
RGS16
NPL
AL355999.1
DHX9
LAMC1
LAMC2
AL354953.1
SMG7
ARPC5
TSEN15
AL445228.2
C1orf21
EDEM3
NIBAN1
RNF2
TRMT1L
SWT1
IVNS1ABP
TPR
ODR4
PDC-AS1
RGS1
RPS27AP5
RGS2
UCHL5
RO60
GLRX2
CDC73
ZBTB41
DENND1B
C1orf53
NEK7
MIR181A1HG
LINC00862
ZNF281
DDX59
CAMSAP2
INAVA
TMEM9
LAD1
PHLDA3
CSRP1
AC096677.1
NAV1
IPO9
SHISA4
TIMM17A
RNPEP
ELF3-AS1
ELF3
GPR37L1
ARL8A
UBE2T
PPP1R12B
KDM5B
PCAT6
RABIF
KLHL12
ADIPOR1
CYB5R1
TMEM183A
PPFIA4
ADORA1
CHI3L1
LINC01136
BTG2
FMOD
ATP2B4
SNRPE
SOX13
ETNK2
KISS1
GOLT1A
PLEKHA6
PPP1R15B
PIK3C2B
MDM4
LRRN2
NFASC
CNTN2
TMEM81
RBBP5
DSTYK
NUAK2
CDK18
ELK4
NUCKS1
RAB29
SLC41A1
SRGAP2
IKBKE
RASSF5
EIF2D
DYRK3-AS1
DYRK3
MAPKAPK2
IL20
IL24
FCMR
PIGR
C1orf116
PFKFB2
YOD1
C4BPB
CD55
CD46
MIR29B2CHG
PLXNA2
MIR205HG
AL023754.2
LAMB3
G0S2
TRAF3IP3
C1orf74
IRF6
UTP25
SERTAD4-AS1
SERTAD4
HHAT
KCNH1
RCOR3
TRAF5
LINC00467
SLC30A1
LPGAT1
INTS7
DTL
PPP2R5A
PACC1
NENF
AC092803.1
ATF3
FAM71A
BATF3
NSL1
TATDN3
FLVCR1-DT
FLVCR1
VASH2
ANGEL2
RPS6KC1
SMYD2
PTPN14
CENPF
KCTD3
ESRRG
GPATCH2
SPATA17
RRP15
TGFB2
LINC02869
LYPLAL1
EPRS1
BPNT1
IARS2
RAB3GAP2
MARK1
C1orf115
MTARC2
MTARC1
DUSP10
LINC01705
TAF1A
TAF1A-AS1
MIA3
AIDA
BROX
DISP1
AL929091.1
TLR5
SUSD4
CAPN8
CAPN2
TP53BP2
FBXO28
DEGS1
NVL
CNIH4
WDR26
CNIH3
DNAH14
LBR
ENAH
SRP9
EPHX1
AL591895.1
TMEM63A
PYCR2
SDE2
H3-3A
LINC01703
ACBD3
ACBD3-AS1
LIN9
PARP1
ITPKB
PSEN2
COQ8A
CDC42BPA
ZNF678
SNAP47
JMJD4
WNT9A
ARF1
C1orf35
MRPL55
GUK1
IBA57
OBSCN
TRIM11
TRIM17
H2AW
H2BU1
RNF187
RHOU
AL162595.1
RAB4A
CCSAP
ACTA1
NUP133
ABCB10
TAF5L
URB2
GALNT2
PGBD5
COG2
AGT
CAPN9
C1orf198
AL118511.1
TTC13
ARV1
C1orf131
GNPAT
EXOC8
SPRTN
EGLN1
AL445524.1
TSNAX
SIPA1L2
MAP10
NTPCR
PCNX2
MAP3K21
KCNK1
COA6-AS1
COA6
TARBP1
IRF2BP2
AL160408.1
AL391832.2
TOMM20
RBM34
ARID4B
GGPS1
AL357556.3
TBCE
B3GALNT2
GNG4
LYST
GPR137B
ERO1B
EDARADD
LGALS8
LGALS8-AS1
HEATR1
ACTN2
MTR
LINC01139
RGS7
AL359764.2
FH
KMO
OPN3
CHML
CEP170
SDCCAG8
AKT3
ZBTB18
ADSS2
DESI2
COX20
HNRNPU
AL356512.1
EFCAB2
KIF26B
SMYD3
TFB2M
CNST
SCCPDH
LINC01341
AHCTF1
ZNF670
ZNF669
ZNF124
AL390728.6
ZNF496
TRIM58
SH3BP5L
ZNF672
ZNF692
PGBD2
FAM110C
SH3YL1
ACP1
TMEM18
AC144450.1
PXDN
EIPR1
TRAPPC12
ADI1
RNASEH1
RNASEH1-AS1
RPS7
SILC1
CMPK2
RSAD2
LINC01814
ID2
KIDINS220
MBOAT2
ASAP2
ITGB1BP1
CPSF3
IAH1
ADAM17
YWHAQ
TAF1B
AC010969.2
GRHL1
AC104794.3
KLF11
HPCAL1
ODC1
NOL10
RN7SL832P
PDIA6
KCNF1
SLC66A3
ROCK2
E2F6
GREB1
LPIN1
TRIB2
LRATD1
NBAS
DDX1
SMC6
GEN1
KCNS3
RDH14
LINC00954
TTC32
WDR35
MATN3
LAPTM4A
SDC1
PUM2
RHOB
HS1BP3
LDAH
ATAD2B
UBXN2A
WDCP
FKBP1B
SF3B6
FAM228B
TP53I3
PFN4
ITSN2
NCOA1
PTRHD1
CENPO
ADCY3
DNAJC27
DNAJC27-AS1
EFR3B
DNMT3A
DTNB
ASXL2
KIF3C
RAB10
GAREM2
HADHA
HADHB
SELENOI
KCNK3
SLC35F6
MAPRE3
TMEM214
AGBL5
OST4
KHK
CGREF1
ABHD1
PREB
SLC5A6
ATRAID
CAD
UCN
MPV17
GTF3C2
AC074117.1
EIF2B4
SNX17
ZNF513
PPM1G
NRBP1
KRTCAP3
IFT172
FNDC4
ZNF512
CCDC121
GPN1
SUPT7L
SLC4A1AP
MRPL33
RBKS
BABAM2
AC093690.1
FOSL2
AC104695.3
AC092164.1
PPP1CB
TRMT61B
WDR43
CLIP4
YPEL5
LBH
LCLAT1
CAPN13
GALNT14
EHD3
XDH
MEMO1
DPY30
SPAST
AL121658.1
SLC30A6
YIPF4
BIRC6
AL133243.3
TTC27
LTBP1
RASGRP3
FAM98A
CRIM1-DT
CRIM1
FEZ2
STRN
HEATR5B
GPATCH11
EIF2AK2
CEBPZOS
CEBPZ
NDUFAF7
PRKD3
QPCT
CDC42EP3
CYP1B1
ATL2
HNRNPLL
GALM
SRSF7
GEMIN6
DHX57
MORN2
SOS1
MAP4K3
MAP4K3-DT
THUMPD2
EML4
COX7A2L
MTA3
ZFP36L2
THADA
PLEKHH2
DYNC2LI1
LRPPRC
PPM1B
PREPL
CAMKMT
LINC01833
SIX2
AC009236.1
SRBD1
PRKCE
EPAS1
ATP6V1E2
RHOQ
PIGF
CRIPT
SOCS5
MCFD2
TTC7A
CALM2
EPCAM-DT
EPCAM
MSH2
MSH6
FBXO11
FOXN2
AC093635.1
PPP1R21
ASB3
CHAC2
ERLEC1
PSME4
ACYP2
SPTBN1
RTN4
CLHC1
RPS27A
MTIF2
AC012358.2
CCDC88A
CFAP36
PPP4R3B
AC015982.2
PNPT1
EFEMP1
VRK2
FANCL
PAPOLG
REL
PUS10
PEX13
KIAA1841
AC016747.1
C2orf74
USP34
AC016727.1
XPO1
FAM161A
CCT4
COMMD1
B3GNT2
TMEM17
EHBP1
WDPCP
MDH1
UGP2
VPS54
PELI1
LGALSL
AC008074.2
AFTPH
SERTAD2
LINC02245
SLC1A4
CEP68
RAB1A
ACTR2
SPRED2
MEIS1
LINC01828
ETAA1
C1D
WDR92
PNO1
PPP3R1
AC017083.1
FBXO48
APLF
ANTXR1
GFPT1
NFU1
AAK1
ANXA4
GMCL1
SNRNP27
MXD1
PCBP1-AS1
PCBP1
LINC01816
C2orf42
TIA1
PCYOX1
SNRPG
FAM136A
TGFA
TEX261
NAGK
MCEE
MPHOSPH10
PAIP2B
ZNF638
EXOC6B
SPR
SFXN5
RAB11FIP5
AC010913.1
SMYD5
PRADC1
CCT7
FBXO41
EGR4
ALMS1
TPRKB
DUSP11
STAMBP
DGUOK
DGUOK-AS1
TET3
BOLA3
BOLA3-AS1
MOB1A
MTHFD2
DCTN1
C2orf81
AC005041.4
WDR54
RTKN
INO80B
WBP1
MOGS
MRPL53
CCDC142
TTC31
LBX2-AS1
PCGF1
AUP1
HTRA2
DOK1
SEMA4F
HK2
POLE4
EVA1A
MRPL19
GCFC2
SUCLG1
TMSB10
KCMF1
TCF7L1
TGOLN2
RETSAT
ELMOD3
CAPG
PARTICL
MAT2A
GGCX
VAMP8
VAMP5
RNF181
TMEM150A
USP39
C2orf68
GNLY
POLR1A
PTCD3
IMMT
MRPL35
REEP1
KDM3A
CHMP3
RNF103
RMND5A
PLGLB1
LINC01943
CYTOR
AC133644.1
PLGLB2
KRCC1
THNSL2
EIF2AK3
EIF2AK3-DT
RPIA
IGKC
MRPS5
ZNF514
ZNF2
PROM2
FAHD2A
AC009237.14
AC008268.1
LINC00342
ANKRD36C
GPAT2
DUSP2
STARD7
STARD7-AS1
TMEM127
CIAO1
SNRNP200
NEURL3
ARID5A
KANSL3
LMAN2L
CNNM4
CNNM3
ANKRD39
SEMA4C
FAM178B
FAHD2B
ANKRD36
AC092683.1
ANKRD36B
COX5B
ACTR1B
C2orf92
TMEM131
INPP4A
COA5
UNC50
MGAT4A
CRACDL
TSGA10
C2orf15
LIPT1
MITD1
MRPL30
TXNDC9
EIF5B
REV1
AFF3
LONRF2
CHST10
PDCL3
NPAS2
RPL31
TBC1D8
CNOT11
RNF149
MAP4K4
IL1R1
IL1RL1
SLC9A2
MFSD9
TMEM182
MRPS9
TGFBRAP1
AC012360.3
C2orf49
FHL2
NCK2
UXS1
GCC2
LIMS1
RANBP2
CCDC138
SEPTIN10
SOWAHC
RGPD5
MALL
NPHP1
MTLN
LINC01106
MIR4435-2HG
BCL2L11
AC068491.2
ANAPC1
MERTK
TMEM87B
FBLN7
ZC3H8
ZC3H6
TTL
POLR1B
CHCHD5
AC079922.2
SLC20A1
IL1RN
PSD4
PAX8-AS1
PAX8
AC016745.2
CBWD2
RABL2A
SLC35F5
AC110769.2
ACTR3
DDX18
AC009404.1
CCDC93
INSIG2
STEAP3
C2orf76
DBI
CFAP221
TMEM177
PTPN4
EPB41L5
TMEM185B
RALB
INHBB
TFCP2L1
CLASP1
NIFK-AS1
NIFK
TSN
BIN1
ERCC3
MAP3K2
MAP3K2-DT
IWS1
WDR33
SFT2D3
POLR2D
AMMECR1L
AC012306.2
SAP130
UGGT1
HS6ST1
RAB6C
CCDC74B
SMPD4
MZT2B
TUBA3E
CCDC115
IMP4
PTPN18
POTEI
POTEJ
FAM168B
PLEKHB2
MZT2A
TUBA3D
CCDC74A
AC093838.1
LINC01087
C2orf27A
GPR39
NCKAP5
MGAT5
CCNT2-AS1
ACMSD
CCNT2
MAP3K19
RAB3GAP1
ZRANB3
R3HDM1
UBXN4
MCM6
DARS1
DARS-AS1
CXCR4
HNMT
SPOPL
AC092620.1
LRP1B
KYNU
GTDC1
ACVR2A
ORC4
MBD5
EPC2
KIF5C
LYPD6B
LYPD6
MMADHC
RND3
RBM43
NMI
RIF1
ARL5A
AC097448.1
CACNB4
STAM2
PRPF40A
ARL6IP6
AC061961.1
KCNJ3
AC092625.1
NR4A2
GPD2
GALNT5
ACVR1
CCDC148
PKP4
DAPL1
TANC1
WDSUB1
BAZ2B
AC009506.1
AC009961.1
MARCHF7
CD302
LY75
PLA2R1
ITGB6
AC092153.1
RBMS1
TANK
LINC01806
PSMD14
IFIH1
GCA
GRB14
COBLL1
AC019197.1
SCN3A
GALNT3
TTC21B
STK39
CERS6
NOSTRIN
LRP2
BBS5
FASTKD1
PPIG
PHOSPHO2
KLHL23
SSB
METTL5
UBR3
MYO3B
MYO3B-AS1
SP5
AC007405.3
ERICH2
GAD1
GORASP2
TLK1
METTL8
DCAF17
CYBRD1
DYNC1I2
SLC25A12
HAT1
METAP1D
DLX2
ITGA6
PDK1
RAPGEF4
MAP3K20
SP3
OLA1
CIR1
SCRN3
GPR155
AC010894.1
WIPF1
ATF2
ATP5MC3
LNPK
HOXD-AS2
HOXD8
MTX2
LINC01117
LINC01116
AC079305.2
HNRNPA3
NFE2L2
AGPS
TTC30B
TTC30A
RBM45
OSBPL6
CHROMR
PRKRA
PJVK
FKBP7
PLEKHA3
TTN-AS1
SESTD1
ZNF385B
CWC22
UBE2E3
ITPRID2
DNAJC10
NCKAP1
NUP35
LINC01473
ZC3H15
ITGAV
FAM171B
TFPI
GULP1
COL3A1
WDR75
SLC40A1
ASNSD1
ANKAR
OSGEPL1
ORMDL1
PMS1
HIBCH
INPP1
MFSD6
NAB1
GLS
STAT1
MYO1B
NABP1
SLC39A10
DNAH7
STK17B
AC114760.2
GTF3C3
PGAP1
ANKRD44
SF3B1
COQ10B
HSPD1
HSPE1
MOB4
MARS2
PLCL1
FTCDNL1
C2orf69
TYW5
MAIP1
SPATS2L
KCTD18
SGO2
AOX1
BZW1
CLK1
PPIL3
NIF3L1
ORC2
FAM126B
NDUFB3
CFLAR
CASP8
TRAK2
STRADB
TMEM237
ALS2
FZD7
SUMO1
NOP58
AC064836.3
AC064836.2
BMPR2
FAM117B
ICA1L
WDR12
CARF
NBEAL1
CYP20A1
ABI2
RAPH1
PARD3B
INO80D
NDUFS1
EEF1B2
ZDBF2
MDH1B
FASTKD2
AC008269.1
KLF7
CREB1
METTL21A
CCNYL1
FZD5
IDH1
IDH1-AS1
PIKFYVE
MAP2
RPE
LANCL1
ERBB4
IKZF2
SPAG16
BARD1
SNHG31
ABCA12
ATIC
FN1
AC093382.1
MREG
PECR
XRCC5
SMARCAL1
RPL37A
IGFBP2
IGFBP5
DIRC3
TNS1
ARPC2
AAMP
PNKD
TMBIM1
CATIP-AS1
SLC11A1
CTDSP1
USP37
CNOT9
PLCD4
ZNF142
BCS1L
RNF25
STK36
TTLL4
CYP27A1
CFAP65
NHEJ1
SLC23A3
CNPPD1
RETREG2
ZFAND2B
ABCB6
ATG9A
ANKZF1
GLB1L
STK16
TUBA4A
DNAJB2
DNPEP
SPEG
GMPPA
CHPF
TMEM198
OBSL1
INHA
STK11IP
SLC4A3
EPHA4
SGPP2
FARSB
ACSL3
KCNE4
AP1S3
WDFY1
MRPL44
SERPINE2
CUL3
DOCK10
IRS1
AC010735.2
RHBDD1
MFF
AGFG1
CCL20
TRIP12
FBXO36
SLC16A14
AC009950.1
SP110
SP140L
SP100
CAB39
ITM2C
C2orf72
PSMD1
ARMC9
B3GNT7
NCL
