"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","prevalence_difference","absolute_log2FC","direction","samples_tested","samples_prevalence_25pct","samples_prevalence_50pct","minimum_sample_prevalence","mean_sample_prevalence","maximum_sample_prevalence","consistency_category","biological_review_flag","fc_score","prevalence_score","specificity_score","significance_score","consistency_score","biomarker_score","adjusted_biomarker_score","priority_rank"
1.51802745306771e-33,0.519607469919131,0.608,0.367,5.55992734960578e-29,"RNF5",0.241,0.519607469919131,"Malignant_enriched",3,3,3,0.540389972144847,0.603555460865145,0.694736842105263,"Consistent_3_of_3","Standard_candidate",0.259803734959565,0.608,0.241,1,1,0.584750933739891,0.584750933739891,531
1.71397470264239e-103,3.1480830037799,0.322,0.051,6.27760374589803e-99,"ENPP5",0.271,3.1480830037799,"Malignant_enriched",3,1,1,0,0.299362263597713,0.67966573816156,"Sample_specific","Standard_candidate",1,0.322,0.271,1,0.33,0.5846,0.5846,532
2.2697713884963e-104,2.33693319006476,0.318,0.044,8.31326468750655e-100,"ELOVL2",0.274,2.33693319006476,"Malignant_enriched",3,1,1,0.183844011142061,0.343686991471183,0.636690647482014,"Sample_specific","Standard_candidate",1,0.318,0.274,1,0.33,0.5844,0.5844,533
4.49929067516164e-26,0.850101455459866,0.459,0.279,1.6479102026847e-21,"MPC1",0.18,0.850101455459866,"Malignant_enriched",3,3,1,0.330935251798561,0.451727965230806,0.676880222841226,"Consistent_3_of_3","Standard_candidate",0.425050727729933,0.459,0.18,1,1,0.584062681932483,0.584062681932483,534
7.74413886899465e-29,0.676888213723871,0.539,0.331,2.83636830215798e-24,"ATP6V1H",0.208,0.676888213723871,"Malignant_enriched",3,3,2,0.345323741007194,0.524067987949473,0.676880222841226,"Consistent_3_of_3","Standard_candidate",0.338444106861935,0.539,0.208,1,1,0.584011026715484,0.584011026715484,535
3.0011946851094e-34,0.616429013031154,0.559,0.334,1.09921756536817e-29,"SS18L2",0.225,0.616429013031154,"Malignant_enriched",3,3,1,0.417827298050139,0.549713731433853,0.742105263157895,"Consistent_3_of_3","Standard_candidate",0.308214506515577,0.559,0.225,1,1,0.583853626628894,0.583853626628894,536
6.44176522285337e-98,5.04744895794886,0.328,0.069,2.35936093052228e-93,"SLC27A2",0.259,5.04744895794886,"Malignant_enriched",3,1,1,0,0.309966769290915,0.922005571030641,"Sample_specific","Standard_candidate",1,0.328,0.259,1,0.33,0.5834,0.5834,537
6.71388688764395e-37,0.899176063427978,0.392,0.182,2.45902821146847e-32,"TMEM251",0.21,0.899176063427978,"Malignant_enriched",3,3,0,0.345323741007194,0.38813239688267,0.426315789473684,"Consistent_3_of_3","Standard_candidate",0.449588031713989,0.392,0.21,1,1,0.582797007928497,0.582797007928497,538
2.3376997451756e-36,0.589795379365804,0.548,0.301,8.56205908668017e-32,"A1BG",0.247,0.589795379365804,"Malignant_enriched",3,3,1,0.434540389972145,0.536832155738538,0.726315789473684,"Consistent_3_of_3","Standard_candidate",0.294897689682902,0.548,0.247,1,1,0.582724422420726,0.582724422420726,539
7.34709485168277e-64,1.50088955850955,0.319,0.084,2.69094696037733e-59,"RAMP3",0.235,1.50088955850955,"Malignant_enriched",3,2,1,0,0.34439606209769,0.672661870503597,"Consistent_2_of_3","Standard_candidate",0.750444779254775,0.319,0.235,1,0.67,0.582411194813694,0.582411194813694,540
1.22448409127083e-41,0.638388357454048,0.514,0.265,4.48479543268855e-37,"HEXIM1",0.249,0.638388357454048,"Malignant_enriched",3,3,2,0.341726618705036,0.501354506484242,0.651810584958217,"Consistent_3_of_3","Standard_candidate",0.319194178727024,0.514,0.249,1,1,0.582398544681756,0.582398544681756,541
3.07387916317494e-32,0.546124972055779,0.585,0.35,1.12583898230445e-27,"ZNF24",0.235,0.546124972055779,"Malignant_enriched",3,3,3,0.559888579387187,0.586313989418347,0.60431654676259,"Consistent_3_of_3","Standard_candidate",0.27306248602789,0.585,0.235,1,1,0.582265621506972,0.582265621506972,542
1.37681820199197e-34,0.702344225261213,0.495,0.271,5.0427343466158e-30,"CDIPT",0.224,0.702344225261213,"Malignant_enriched",3,3,2,0.317548746518106,0.494067428947913,0.639473684210526,"Consistent_3_of_3","Standard_candidate",0.351172112630606,0.495,0.224,1,1,0.581593028157652,0.581593028157652,543
3.0461225049274e-50,1.56380220538575,0.305,0.103,1.11567282865471e-45,"MT1F",0.202,1.56380220538575,"Malignant_enriched",3,2,1,0.0710526315789474,0.324326148229635,0.503597122302158,"Consistent_2_of_3","Standard_candidate",0.781901102692875,0.305,0.202,1,0.67,0.580875275673219,0.580875275673219,544
2.47308528624646e-29,0.534739856413452,0.599,0.378,9.05792216940629e-25,"POP7",0.221,0.534739856413452,"Malignant_enriched",3,3,2,0.489208633093525,0.589013931795481,0.678947368421053,"Consistent_3_of_3","Standard_candidate",0.267369928206726,0.599,0.221,1,1,0.580842482051682,0.580842482051682,545
9.28431383077243e-108,3.24843333089166,0.306,0.04,3.40047278365871e-103,"FGF2",0.266,3.24843333089166,"Malignant_enriched",3,1,1,0,0.273781947905977,0.768421052631579,"Sample_specific","Standard_candidate",1,0.306,0.266,1,0.33,0.5804,0.5804,546
2.99096771563982e-39,0.801051061361165,0.424,0.199,1.09547183553024e-34,"GOSR2",0.225,0.801051061361165,"Malignant_enriched",3,3,1,0.306406685236769,0.425232873369974,0.505263157894737,"Consistent_3_of_3","Standard_candidate",0.400525530680582,0.424,0.225,1,1,0.579931382670146,0.579931382670146,547
4.05264314285773e-34,0.604821902577814,0.535,0.299,1.48432107750307e-29,"RPA3",0.236,0.604821902577814,"Malignant_enriched",3,3,2,0.320143884892086,0.515535426811754,0.7,"Consistent_3_of_3","Standard_candidate",0.302410951288907,0.535,0.236,1,1,0.579802737822227,0.579802737822227,548
1.05047400153388e-37,0.780403161499755,0.44,0.219,3.84746607801799e-33,"STARD7",0.221,0.780403161499755,"Malignant_enriched",3,3,1,0.363309352517986,0.43384807181377,0.501392757660167,"Consistent_3_of_3","Standard_candidate",0.390201580749877,0.44,0.221,1,1,0.579750395187469,0.579750395187469,549
1.30187749359053e-34,0.842872198175263,0.408,0.199,4.76825650802469e-30,"AKT2",0.209,0.842872198175263,"Malignant_enriched",3,3,0,0.33983286908078,0.404732879874081,0.489473684210526,"Consistent_3_of_3","Standard_candidate",0.421436099087632,0.408,0.209,1,1,0.578759024771908,0.578759024771908,550
5.35397840737486e-75,2.22386077335781,0.321,0.079,1.96094813148511e-70,"WWOX",0.242,2.22386077335781,"Malignant_enriched",3,1,1,0.0863509749303621,0.295923630542861,0.707894736842105,"Sample_specific","Standard_candidate",1,0.321,0.242,1,0.33,0.5786,0.5786,551
1.05926101385022e-31,0.558328925951811,0.553,0.312,3.87964938932783e-27,"ELAPOR1",0.241,0.558328925951811,"Malignant_enriched",3,3,2,0.337047353760446,0.551008716557029,0.736842105263158,"Consistent_3_of_3","Standard_candidate",0.279164462975906,0.553,0.241,1,1,0.578591115743976,0.578591115743976,552
9.48384528445521e-31,0.914678144643555,0.382,0.193,3.47355317388457e-26,"PRPSAP1",0.189,0.914678144643555,"Malignant_enriched",3,3,0,0.326315789473684,0.378516023129305,0.481894150417827,"Consistent_3_of_3","Standard_candidate",0.457339072321778,0.382,0.189,1,1,0.578534768080444,0.578534768080444,553
4.76207885062132e-33,0.732696624620891,0.462,0.243,1.74415899982856e-28,"SYS1",0.219,0.732696624620891,"Malignant_enriched",3,3,1,0.356115107913669,0.45122470561888,0.613157894736842,"Consistent_3_of_3","Standard_candidate",0.366348312310446,0.462,0.219,1,1,0.577787078077611,0.577787078077611,554
8.12948901872039e-41,0.786647308036177,0.419,0.192,2.97750664799653e-36,"POLR2C",0.227,0.786647308036177,"Malignant_enriched",3,3,1,0.275766016713092,0.416098453886063,0.555263157894737,"Consistent_3_of_3","Standard_candidate",0.393323654018088,0.419,0.227,1,1,0.577530913504522,0.577530913504522,555
5.95348790726889e-46,1.20449974606807,0.479,0.244,2.1805244809163e-41,"IGF1R",0.235,1.20449974606807,"Malignant_enriched",3,2,1,0.167130919220056,0.511055503932875,0.902877697841727,"Consistent_2_of_3","Standard_candidate",0.602249873034035,0.479,0.235,1,0.67,0.577362468258509,0.577362468258509,556
3.79163700054504e-32,0.6040362128274,0.532,0.305,1.38872496781962e-27,"FAM120A",0.227,0.6040362128274,"Malignant_enriched",3,3,2,0.401114206128134,0.529905669365695,0.652631578947368,"Consistent_3_of_3","Standard_candidate",0.3020181064137,0.532,0.227,1,1,0.577304526603425,0.577304526603425,557
2.74308644160403e-32,0.788163375854833,0.436,0.229,1.00468284010189e-27,"M6PR",0.207,0.788163375854833,"Malignant_enriched",3,3,0,0.284172661870504,0.423053400118199,0.494736842105263,"Consistent_3_of_3","Standard_candidate",0.394081687927416,0.436,0.207,1,1,0.577120421981854,0.577120421981854,558
2.00893558242795e-29,0.538250712598783,0.581,0.363,7.3579274642006e-25,"TSG101",0.218,0.538250712598783,"Malignant_enriched",3,3,2,0.47841726618705,0.572156290507837,0.644736842105263,"Consistent_3_of_3","Standard_candidate",0.269125356299391,0.581,0.218,1,1,0.577081339074848,0.577081339074848,559
1.12594336820591e-29,0.626328033542703,0.537,0.331,4.12388018039096e-25,"ERGIC1",0.206,0.626328033542703,"Malignant_enriched",3,3,2,0.264623955431755,0.538536143669729,0.739473684210526,"Consistent_3_of_3","Standard_candidate",0.313164016771352,0.537,0.206,1,1,0.576891004192838,0.576891004192838,560
4.60758217884859e-41,0.85175094086593,0.381,0.16,1.68757304882508e-36,"CD27-AS1",0.221,0.85175094086593,"Malignant_enriched",3,3,0,0.334261838440111,0.380712547686525,0.415789473684211,"Consistent_3_of_3","Standard_candidate",0.425875470432965,0.381,0.221,1,1,0.576868867608241,0.576868867608241,561
5.50618153902641e-34,0.533298372763483,0.558,0.315,2.01669405048381e-29,"LYPD3",0.243,0.533298372763483,"Malignant_enriched",3,3,2,0.481894150417827,0.56031584642856,0.60431654676259,"Consistent_3_of_3","Standard_candidate",0.266649186381742,0.558,0.243,1,1,0.576862296595435,0.576862296595435,562
1.70270964687866e-28,0.535491933948898,0.582,0.367,6.23634435265778e-24,"OTUB1",0.215,0.535491933948898,"Malignant_enriched",3,3,1,0.476323119777159,0.570878374268772,0.757894736842105,"Consistent_3_of_3","Standard_candidate",0.267745966974449,0.582,0.215,1,1,0.576336491743612,0.576336491743612,563
9.0134019689727e-30,0.828004294099095,0.42,0.228,3.30124860515594e-25,"UNC50",0.192,0.828004294099095,"Malignant_enriched",3,3,1,0.262589928057554,0.408062156051438,0.543175487465181,"Consistent_3_of_3","Standard_candidate",0.414002147049548,0.42,0.192,1,1,0.575900536762387,0.575900536762387,564
1.08167081172487e-33,1.39893401230476,0.399,0.214,3.96172751502352e-29,"PDRG1",0.185,1.39893401230476,"Malignant_enriched",3,2,1,0.122302158273381,0.37970595814801,0.685236768802228,"Consistent_2_of_3","Standard_candidate",0.69946700615238,0.399,0.185,1,0.67,0.575666751538095,0.575666751538095,565
1.19908145792481e-31,0.587469796890129,0.526,0.293,4.39175574779541e-27,"CYHR1",0.233,0.587469796890129,"Malignant_enriched",3,3,2,0.381294964028777,0.513625223556677,0.605263157894737,"Consistent_3_of_3","Standard_candidate",0.293734898445065,0.526,0.233,1,1,0.575233724611266,0.575233724611266,566
9.44132252127324e-89,2.92667052138197,0.299,0.052,3.45797878664154e-84,"CXCL17",0.247,2.92667052138197,"Malignant_enriched",3,1,1,0,0.269563296731036,0.776315789473684,"Sample_specific","Standard_candidate",1,0.299,0.247,1,0.33,0.5752,0.5752,567
1.78657460562501e-28,0.576160873560849,0.553,0.341,6.54350815056217e-24,"KCNK6",0.212,0.576160873560849,"Malignant_enriched",3,3,2,0.253481894150418,0.561699568654708,0.715827338129496,"Consistent_3_of_3","Standard_candidate",0.288080436780424,0.553,0.212,1,1,0.575020109195106,0.575020109195106,568
1.26803229303507e-55,1.60198079287901,0.258,0.063,4.64429507647026e-51,"HOXB7",0.195,1.60198079287901,"Malignant_enriched",3,2,0,0.168421052631579,0.264873642795191,0.330935251798561,"Consistent_2_of_3","Standard_candidate",0.800990396439505,0.258,0.195,1,0.67,0.574847599109876,0.574847599109876,569
2.7770259100129e-39,0.801071741631108,0.404,0.185,1.01711350980132e-34,"DHX30",0.219,0.801071741631108,"Malignant_enriched",3,3,0,0.331476323119777,0.407507127269889,0.456834532374101,"Consistent_3_of_3","Standard_candidate",0.400535870815554,0.404,0.219,1,1,0.574733967703889,0.574733967703889,570
7.85964197621994e-30,0.825866495088685,0.41,0.214,2.87867247021032e-25,"CCDC91",0.196,0.825866495088685,"Malignant_enriched",3,3,0,0.31294964028777,0.402308043610559,0.462395543175487,"Consistent_3_of_3","Standard_candidate",0.412933247544343,0.41,0.196,1,1,0.574433311886086,0.574433311886086,571
7.16026146197958e-32,0.598279951848608,0.525,0.302,2.62251736306464e-27,"ANAPC5",0.223,0.598279951848608,"Malignant_enriched",3,3,1,0.402877697841727,0.512985817181177,0.673684210526316,"Consistent_3_of_3","Standard_candidate",0.299139975924304,0.525,0.223,1,1,0.574384993981076,0.574384993981076,572
6.06869361495413e-44,1.30567797453102,0.413,0.191,2.2227197234131e-39,"MRFAP1L1",0.222,1.30567797453102,"Malignant_enriched",3,2,1,0.248201438848921,0.401455408023676,0.587743732590529,"Consistent_2_of_3","Standard_candidate",0.65283898726551,0.413,0.222,1,0.67,0.574209746816377,0.574209746816377,573
9.31849974714243e-27,0.541594598170034,0.576,0.37,3.41299371738839e-22,"FIBP",0.206,0.541594598170034,"Malignant_enriched",3,3,1,0.39568345323741,0.557699596077426,0.828947368421053,"Consistent_3_of_3","Standard_candidate",0.270797299085017,0.576,0.206,1,1,0.574099324771254,0.574099324771254,574
1.37333125822268e-35,0.930289415770702,0.344,0.153,5.02996306636637e-31,"TP53I11",0.191,0.930289415770702,"Malignant_enriched",3,3,0,0.294736842105263,0.348988752115153,0.39568345323741,"Consistent_3_of_3","Standard_candidate",0.465144707885351,0.344,0.191,1,1,0.573286176971338,0.573286176971338,575
1.31051386745464e-28,0.618045356750663,0.519,0.308,4.79988809093938e-24,"ZNRD2",0.211,0.618045356750663,"Malignant_enriched",3,3,1,0.323741007194245,0.49956445340722,0.771052631578947,"Consistent_3_of_3","Standard_candidate",0.309022678375331,0.519,0.211,1,1,0.573255669593833,0.573255669593833,576
2.80701744288552e-34,0.70227152894751,0.459,0.242,1.02809820863125e-29,"CRLS1",0.217,0.70227152894751,"Malignant_enriched",3,3,2,0.306406685236769,0.464214319791784,0.546762589928058,"Consistent_3_of_3","Standard_candidate",0.351135764473755,0.459,0.217,1,1,0.572983941118439,0.572983941118439,577
1.37111882966989e-31,0.932781862900431,0.349,0.167,5.02185982554892e-27,"PTPN18",0.182,0.932781862900431,"Malignant_enriched",3,3,0,0.29136690647482,0.343835882767177,0.394736842105263,"Consistent_3_of_3","Standard_candidate",0.466390931450215,0.349,0.182,1,1,0.572797732862554,0.572797732862554,578
1.34701561925854e-30,0.684893852168352,0.471,0.26,4.93357940709633e-26,"MTHFS",0.211,0.684893852168352,"Malignant_enriched",3,3,1,0.431754874651811,0.473509355541516,0.507194244604317,"Consistent_3_of_3","Standard_candidate",0.342446926084176,0.471,0.211,1,1,0.572011731521044,0.572011731521044,579
1.25154901836885e-29,1.40483553271311,0.395,0.229,4.58392343467774e-25,"LAPTM4B",0.166,1.40483553271311,"Malignant_enriched",3,2,1,0.231578947368421,0.393903402421004,0.615598885793872,"Consistent_2_of_3","Standard_candidate",0.702417766356555,0.395,0.166,1,0.67,0.571804441589139,0.571804441589139,580
1.47865501443735e-35,2.0696279846405,0.359,0.189,5.41572185587826e-31,"CLEC3A",0.17,2.0696279846405,"Malignant_enriched",3,1,1,0,0.320175438596491,0.960526315789474,"Sample_specific","Standard_candidate",1,0.359,0.17,1,0.33,0.5718,0.5718,581
4.758077469554e-32,0.601229313871602,0.512,0.291,1.74269345399885e-27,"EBLN3P",0.221,0.601229313871602,"Malignant_enriched",3,3,2,0.387186629526462,0.517254813653842,0.593525179856115,"Consistent_3_of_3","Standard_candidate",0.300614656935801,0.512,0.221,1,1,0.57175366423395,0.57175366423395,582
4.72315194177455e-30,0.573984493765218,0.529,0.308,1.72990163019435e-25,"MPLKIP",0.221,0.573984493765218,"Malignant_enriched",3,3,1,0.410071942446043,0.516676475561963,0.702631578947368,"Consistent_3_of_3","Standard_candidate",0.286992246882609,0.529,0.221,1,1,0.571748061720652,0.571748061720652,583
2.52578021139803e-28,0.848231790627319,0.395,0.212,9.25092260226641e-24,"FBXL15",0.183,0.848231790627319,"Malignant_enriched",3,3,0,0.334210526315789,0.393795979196704,0.487465181058496,"Consistent_3_of_3","Standard_candidate",0.42411589531366,0.395,0.183,1,1,0.571628973828415,0.571628973828415,584
2.92687981404589e-33,0.920153560553976,0.344,0.155,1.07199900069245e-28,"SMARCA2",0.189,0.920153560553976,"Malignant_enriched",3,3,0,0.297368421052632,0.347043690366575,0.373259052924791,"Consistent_3_of_3","Standard_candidate",0.460076780276988,0.344,0.189,1,1,0.571619195069247,0.571619195069247,585
3.46804271052476e-33,0.599666683318803,0.506,0.279,1.2702053231568e-28,"KRCC1",0.227,0.599666683318803,"Malignant_enriched",3,3,2,0.348920863309353,0.492825548972931,0.594736842105263,"Consistent_3_of_3","Standard_candidate",0.299833341659402,0.506,0.227,1,1,0.57155833541485,0.57155833541485,586
4.09060478940321e-34,0.618839695814119,0.498,0.275,1.49822491016682e-29,"PDZD11",0.223,0.618839695814119,"Malignant_enriched",3,3,1,0.392086330935252,0.486945749074395,0.634210526315789,"Consistent_3_of_3","Standard_candidate",0.30941984790706,0.498,0.223,1,1,0.571554961976765,0.571554961976765,587
2.14887180123013e-52,1.53377100186303,0.278,0.079,7.87045785918546e-48,"RBL2",0.199,1.53377100186303,"Malignant_enriched",3,2,0,0.125348189415042,0.28499237261708,0.384892086330935,"Consistent_2_of_3","Standard_candidate",0.766885500931515,0.278,0.199,1,0.67,0.571121375232879,0.571121375232879,588
7.85142195391799e-33,0.800751749075252,0.402,0.2,2.875661804842e-28,"SLC22A18",0.202,0.800751749075252,"Malignant_enriched",3,3,0,0.37883008356546,0.402119178429431,0.421052631578947,"Consistent_3_of_3","Standard_candidate",0.400375874537626,0.402,0.202,1,1,0.570893968634407,0.570893968634407,589
1.18644790105213e-28,0.557007134519277,0.545,0.334,4.34548408239352e-24,"NUCB1",0.211,0.557007134519277,"Malignant_enriched",3,3,1,0.316546762589928,0.523369763359522,0.760526315789474,"Consistent_3_of_3","Standard_candidate",0.278503567259638,0.545,0.211,1,1,0.57082589181491,0.57082589181491,590
5.5230433869141e-51,1.12917361301937,0.47,0.216,2.02286987089116e-46,"RASD1",0.254,1.12917361301937,"Malignant_enriched",3,2,2,0.0947075208913649,0.473182198999633,0.742105263157895,"Consistent_2_of_3","Standard_candidate",0.564586806509685,0.47,0.254,1,0.67,0.569946701627421,0.569946701627421,591
8.59889199329487e-33,0.792379634625445,0.403,0.202,3.14943018146418e-28,"ZNF664",0.201,0.792379634625445,"Malignant_enriched",3,3,1,0.295264623955432,0.410790593445197,0.510791366906475,"Consistent_3_of_3","Standard_candidate",0.396189817312723,0.403,0.201,1,1,0.569847454328181,0.569847454328181,592
7.25744277550388e-38,0.811289286624569,0.381,0.172,2.65811099095605e-33,"BCAT2",0.209,0.811289286624569,"Malignant_enriched",3,3,0,0.321052631578947,0.386076747750019,0.438848920863309,"Consistent_3_of_3","Standard_candidate",0.405644643312285,0.381,0.209,1,1,0.569411160828071,0.569411160828071,593
7.67432745934547e-32,0.858472463040446,0.368,0.176,2.81079917525987e-27,"COQ7",0.192,0.858472463040446,"Malignant_enriched",3,3,0,0.280575539568345,0.35994750307363,0.431578947368421,"Consistent_3_of_3","Standard_candidate",0.429236231520223,0.368,0.192,1,1,0.569309057880056,0.569309057880056,594
5.01257479492571e-67,1.26690769394766,0.371,0.11,1.83590564438949e-62,"ALDH3B2",0.261,1.26690769394766,"Malignant_enriched",3,2,1,0.192200557103064,0.370611090661264,0.513157894736842,"Consistent_2_of_3","Standard_candidate",0.63345384697383,0.371,0.261,1,0.67,0.568763461743457,0.568763461743457,595
3.02342925210698e-24,0.510953770879042,0.605,0.397,1.1073611978767e-19,"MRPS36",0.208,0.510953770879042,"Malignant_enriched",3,3,2,0.399280575539568,0.587051889056121,0.718421052631579,"Consistent_3_of_3","Standard_candidate",0.255476885439521,0.605,0.208,0.947785534915472,1,0.568637051597201,0.568637051597201,596
7.06647141330148e-38,2.10914983770951,0.331,0.149,2.5881658198358e-33,"ECPAS",0.182,2.10914983770951,"Malignant_enriched",3,1,1,0.194736842105263,0.326423406063304,0.554317548746518,"Sample_specific","Standard_candidate",1,0.331,0.182,1,0.33,0.5686,0.5686,597
1.69023196862436e-32,0.658868446466485,0.466,0.251,6.19064360828359e-28,"ALG13",0.215,0.658868446466485,"Malignant_enriched",3,3,0,0.39568345323741,0.460326288155812,0.495821727019499,"Consistent_3_of_3","Standard_candidate",0.329434223233243,0.466,0.215,1,1,0.568558555808311,0.568558555808311,598
1.82653933177745e-28,0.856009544682094,0.374,0.192,6.6898829565681e-24,"OIP5-AS1",0.182,0.856009544682094,"Malignant_enriched",3,3,0,0.273381294964029,0.366568138247063,0.476323119777159,"Consistent_3_of_3","Standard_candidate",0.428004772341047,0.374,0.182,1,1,0.568201193085262,0.568201193085262,599
4.82535043838014e-52,1.35272609632856,0.35,0.125,1.76733285156111e-47,"SLC2A10",0.225,1.35272609632856,"Malignant_enriched",3,2,1,0.0584958217270195,0.384486616834666,0.794964028776978,"Consistent_2_of_3","Standard_candidate",0.67636304816428,0.35,0.225,1,0.67,0.56809076204107,0.56809076204107,600
5.5567307035641e-34,0.697775676340546,0.436,0.218,2.03520818748739e-29,"SMUG1",0.218,0.697775676340546,"Malignant_enriched",3,3,1,0.330935251798561,0.424312630235937,0.610526315789474,"Consistent_3_of_3","Standard_candidate",0.348887838170273,0.436,0.218,1,1,0.568021959542568,0.568021959542568,601
1.93722023047287e-35,0.563346244553013,0.494,0.251,7.09526281612992e-31,"DNASE2",0.243,0.563346244553013,"Malignant_enriched",3,3,1,0.406685236768802,0.485176790395861,0.631578947368421,"Consistent_3_of_3","Standard_candidate",0.281673122276506,0.494,0.243,1,1,0.567818280569127,0.567818280569127,602
8.08058807199546e-119,4.97119293273542,0.259,0.014,2.95959618724906e-114,"CYP4B1",0.245,4.97119293273542,"Malignant_enriched",3,1,1,0.0107913669064748,0.243109901464549,0.62116991643454,"Sample_specific","Standard_candidate",1,0.259,0.245,1,0.33,0.5668,0.5668,603
1.00577043684256e-25,0.636580634221236,0.493,0.301,3.68373480197954e-21,"CERS6",0.192,0.636580634221236,"Malignant_enriched",3,3,1,0.356545961002786,0.48498521810026,0.663157894736842,"Consistent_3_of_3","Standard_candidate",0.318290317110618,0.493,0.192,1,1,0.566572579277655,0.566572579277655,604
3.46411083925159e-28,0.527072266013513,0.538,0.323,1.26876523598429e-23,"NUBP2",0.215,0.527072266013513,"Malignant_enriched",3,3,1,0.37883008356546,0.523171810008378,0.784210526315789,"Consistent_3_of_3","Standard_candidate",0.263536133006756,0.538,0.215,1,1,0.566484033251689,0.566484033251689,605
1.91955189653509e-52,0.937133296575161,0.545,0.268,7.03055077624943e-48,"ARSD",0.277,0.937133296575161,"Malignant_enriched",3,2,2,0.200557103064067,0.553385246648012,0.747368421052632,"Consistent_2_of_3","Standard_candidate",0.46856664828758,0.545,0.277,1,0.67,0.565541662071895,0.565541662071895,606
1.60026875526727e-35,0.61079712904753,0.468,0.241,5.86114434304191e-31,"POLR3K",0.227,0.61079712904753,"Malignant_enriched",3,3,1,0.342618384401114,0.460224050637807,0.631578947368421,"Consistent_3_of_3","Standard_candidate",0.305398564523765,0.468,0.227,1,1,0.565349641130941,0.565349641130941,607
4.65634060489547e-46,1.40293669297156,0.32,0.116,1.70543130994902e-41,"E4F1",0.204,1.40293669297156,"Malignant_enriched",3,2,0,0.219424460431655,0.312365940702943,0.415041782729805,"Consistent_2_of_3","Standard_candidate",0.70146834648578,0.32,0.204,1,0.67,0.564167086621445,0.564167086621445,608
7.84100183486121e-31,0.553188130336329,0.508,0.292,2.87184533203627e-26,"AK1",0.216,0.553188130336329,"Malignant_enriched",3,3,2,0.384401114206128,0.516269511879135,0.622302158273381,"Consistent_3_of_3","Standard_candidate",0.276594065168164,0.508,0.216,1,1,0.563948516292041,0.563948516292041,609
8.15818568182828e-33,0.872819595977959,0.338,0.152,2.98801708782643e-28,"HDDC3",0.186,0.872819595977959,"Malignant_enriched",3,3,0,0.302158273381295,0.335665424558169,0.373259052924791,"Consistent_3_of_3","Standard_candidate",0.436409797988979,0.338,0.186,1,1,0.563902449497245,0.563902449497245,610
3.26462418585423e-34,0.537661676907208,0.507,0.282,1.19570125431097e-29,"TPGS2",0.225,0.537661676907208,"Malignant_enriched",3,3,1,0.373259052924791,0.495232507733734,0.713157894736842,"Consistent_3_of_3","Standard_candidate",0.268830838453604,0.507,0.225,1,1,0.563607709613401,0.563607709613401,611
9.22750170044924e-27,0.67405611465297,0.447,0.248,3.37966477280654e-22,"VEZF1",0.199,0.67405611465297,"Malignant_enriched",3,3,2,0.275766016713092,0.453123570634769,0.546762589928058,"Consistent_3_of_3","Standard_candidate",0.337028057326485,0.447,0.199,1,1,0.563457014331621,0.563457014331621,612
1.95870688734094e-38,0.783566306581581,0.365,0.155,7.17395984557493e-34,"PDHX",0.21,0.783566306581581,"Malignant_enriched",3,3,0,0.284172661870504,0.356919402170684,0.457894736842105,"Consistent_3_of_3","Standard_candidate",0.39178315329079,0.365,0.21,1,1,0.562945788322698,0.562945788322698,613
7.54784603828289e-44,0.549738320601957,0.472,0.225,2.76447408998149e-39,"ARMT1",0.247,0.549738320601957,"Malignant_enriched",3,3,1,0.389473684210526,0.486514140102666,0.643884892086331,"Consistent_3_of_3","Standard_candidate",0.274869160300979,0.472,0.247,1,1,0.562517290075245,0.562517290075245,614
6.93862516347888e-43,1.40938626395009,0.313,0.115,2.54134085237577e-38,"MSMB",0.198,1.40938626395009,"Malignant_enriched",3,2,1,0.00278551532033426,0.345943019810804,0.748201438848921,"Consistent_2_of_3","Standard_candidate",0.704693131975045,0.313,0.198,1,0.67,0.562373282993761,0.562373282993761,615
1.34822787090385e-36,0.615341368718326,0.452,0.227,4.93801939997244e-32,"CCS",0.225,0.615341368718326,"Malignant_enriched",3,3,1,0.309192200557103,0.442354739577346,0.647368421052632,"Consistent_3_of_3","Standard_candidate",0.307670684359163,0.452,0.225,1,1,0.562317671089791,0.562317671089791,616
1.1142911671468e-28,0.950405118746964,0.304,0.141,4.08120282879188e-24,"KIF21A",0.163,0.950405118746964,"Malignant_enriched",3,3,0,0.278947368421053,0.307710951895279,0.348920863309353,"Consistent_3_of_3","Standard_candidate",0.475202559373482,0.304,0.163,1,1,0.562200639843371,0.562200639843371,617
3.9168759826952e-29,0.748600519820618,0.4,0.207,1.43459499742194e-24,"THAP7",0.193,0.748600519820618,"Malignant_enriched",3,3,0,0.316546762589928,0.392729094835845,0.460526315789474,"Consistent_3_of_3","Standard_candidate",0.374300259910309,0.4,0.193,1,1,0.562175064977577,0.562175064977577,618
1.68431357215795e-34,0.668787695553926,0.424,0.207,6.1689668893857e-30,"SMIM10L1",0.217,0.668787695553926,"Malignant_enriched",3,3,1,0.334261838440111,0.420596430054315,0.521052631578947,"Consistent_3_of_3","Standard_candidate",0.334393847776963,0.424,0.217,1,1,0.561798461944241,0.561798461944241,619
