"gene","sample_id","expressing_fraction","mean_expression"
"NDUFB1","BC17",0.885793871866295,1.28741729005789
"NFU1","BC11",0.453237410071942,0.367291515510159
"NFU1","BC12",0.394736842105263,0.1879871301773
"NFU1","BC17",0.551532033426184,0.528490648214418
"STAU2","BC11",0.212230215827338,0.131487516727068
"STAU2","BC12",0.255263157894737,0.106574199655336
"STAU2","BC17",0.504178272980501,0.489880037231891
"ARSD","BC11",0.712230215827338,0.737459526305506
"ARSD","BC12",0.747368421052632,0.563483514342808
"ARSD","BC17",0.200557103064067,0.147995291035406
"RBL2","BC11",0.384892086330935,0.279603329272838
"RBL2","BC12",0.344736842105263,0.168064267005225
"RBL2","BC17",0.125348189415042,0.0935317767422116
"AUTS2","BC11",0.197841726618705,0.134165681717808
"AUTS2","BC12",0.307894736842105,0.14831346889574
"AUTS2","BC17",0.456824512534819,0.401992588911645
"BLCAP","BC11",0.118705035971223,0.0736977415446057
"BLCAP","BC12",0.394736842105263,0.194458230216082
"BLCAP","BC17",0.67966573816156,0.69849505420828
"ERP29","BC11",0.834532374100719,0.996127236421736
"ERP29","BC12",0.886842105263158,0.985807206928318
"ERP29","BC17",0.899721448467967,1.25077556303538
"SUPT4H1","BC11",0.899280575539568,1.13508406922615
"SUPT4H1","BC12",0.818421052631579,0.657764929873512
"SUPT4H1","BC17",0.601671309192201,0.558392551608912
"YIPF6","BC11",0.525179856115108,0.45263903404146
"YIPF6","BC12",0.636842105263158,0.419615677283604
"YIPF6","BC17",0.562674094707521,0.536227911827559
"COA3","BC11",0.510791366906475,0.411843104797225
"COA3","BC12",0.773684210526316,0.613081552187946
"COA3","BC17",0.855153203342618,1.12954231288701
"SLC2A10","BC11",0.794964028776978,0.856414436277305
"SLC2A10","BC12",0.3,0.137140560734087
"SLC2A10","BC17",0.0584958217270195,0.0393956926763596
"ERLEC1","BC11",0.776978417266187,0.866445028835687
"ERLEC1","BC12",0.692105263157895,0.473068132981035
"ERLEC1","BC17",0.442896935933148,0.414698812325212
"BEX4","BC11",0.442446043165468,0.334894830077164
"BEX4","BC12",0.684210526315789,0.501041191729285
"BEX4","BC17",0.28133704735376,0.237558972814835
"CORO1B","BC11",0.535971223021583,0.431193623320959
"CORO1B","BC12",0.9,0.986933781765009
"CORO1B","BC17",0.445682451253482,0.377616004235639
"ZNF44","BC11",0.492805755395683,0.417850839358131
"ZNF44","BC12",0.121052631578947,0.04926827842313
"ZNF44","BC17",0.298050139275766,0.278473903762612
"SPDEF","BC11",0.70863309352518,0.68261127431752
"SPDEF","BC12",0.863157894736842,1.03497037749827
"SPDEF","BC17",0.590529247910863,0.609022302627302
"CTSA","BC11",0.453237410071942,0.352518364221284
"CTSA","BC12",0.652631578947368,0.438380695317816
"CTSA","BC17",0.37883008356546,0.30276187233084
"TMX4","BC11",0.611510791366906,0.539110472613556
"TMX4","BC12",0.373684210526316,0.172399603686962
"TMX4","BC17",0.197771587743733,0.13410945793179
"SPR","BC11",0.47841726618705,0.343021556386218
"SPR","BC12",0.460526315789474,0.255585459979731
"SPR","BC17",0.426183844011142,0.389796062424362
"HOPX","BC11",0.762589928057554,1.00924107008737
"HOPX","BC12",0.139473684210526,0.109207321977225
"HOPX","BC17",0,0
"SRSF6","BC11",0.611510791366906,0.536454835900549
"SRSF6","BC12",0.589473684210526,0.359290767392434
"SRSF6","BC17",0.506963788300836,0.461544698151603
"IFI27L1","BC11",0.111510791366906,0.0600211634362963
"IFI27L1","BC12",0.381578947368421,0.19855325140344
"IFI27L1","BC17",0.493036211699164,0.446168403132343
"RASD1","BC11",0.58273381294964,0.794584555083431
"RASD1","BC12",0.742105263157895,0.799904475996316
"RASD1","BC17",0.0947075208913649,0.0870445845842289
"ZMAT2","BC11",0.341726618705036,0.245822596817319
"ZMAT2","BC12",0.813157894736842,0.647239428181723
"ZMAT2","BC17",0.66016713091922,0.64926291471607
"PPP1CA","BC11",0.690647482014389,0.605310786954816
"PPP1CA","BC12",0.936842105263158,1.16162899707563
"PPP1CA","BC17",0.671309192200557,0.684041482880051
"VPS51","BC11",0.23021582733813,0.141468787498133
"VPS51","BC12",0.655263157894737,0.38579895673581
"VPS51","BC17",0.495821727019499,0.428842784111662
"RNASEH2C","BC11",0.456834532374101,0.354911506579411
"RNASEH2C","BC12",0.789473684210526,0.664445071676678
"RNASEH2C","BC17",0.431754874651811,0.359474757563575
"TMEM64","BC11",0.841726618705036,1.10269964518348
"TMEM64","BC12",0.0710526315789474,0.0257744554521622
"TMEM64","BC17",0.00557103064066852,0.00306190497828863
"BLVRA","BC11",0.370503597122302,0.286304025004288
"BLVRA","BC12",0.713157894736842,0.56786229357846
"BLVRA","BC17",0.782729805013928,0.973784375870333
"SCNN1A","BC11",0.514388489208633,0.398472056105157
"SCNN1A","BC12",0.336842105263158,0.151021882068015
"SCNN1A","BC17",0.206128133704735,0.146793950378788
"GNG10","BC11",0.737410071942446,0.768476276525519
"GNG10","BC12",0.884210526315789,0.991181841677318
"GNG10","BC17",0.576601671309192,0.549311434247577
"MT1F","BC11",0.503597122302158,0.40563183367701
"MT1F","BC12",0.0710526315789474,0.0278273148968387
"MT1F","BC17",0.398328690807799,0.350173816824027
"IFT27","BC11",0.435251798561151,0.340081142622156
"IFT27","BC12",0.526315789473684,0.279858333990714
"IFT27","BC17",0.373259052924791,0.2933861719042
"PNKD","BC11",0.60431654676259,0.543135298965318
"PNKD","BC12",0.715789473684211,0.499159137837386
"PNKD","BC17",0.635097493036212,0.6620584645476
"FAM174A","BC11",0.366906474820144,0.273023616665578
"FAM174A","BC12",0.689473684210526,0.450293875177407
"FAM174A","BC17",0.456824512534819,0.394134873790024
"YIF1A","BC11",0.607913669064748,0.556728302053528
"YIF1A","BC12",0.921052631578947,1.1095066256135
"YIF1A","BC17",0.674094707520891,0.672265541177448
"PITX1","BC11",0.00359712230215827,0.00181927161974366
"PITX1","BC12",0.736842105263158,0.687129726992961
"PITX1","BC17",0.00835654596100279,0.00624219180427557
"PIGX","BC11",0.464028776978417,0.360492111162273
"PIGX","BC12",0.644736842105263,0.411918259788254
"PIGX","BC17",0.309192200557103,0.247272369944202
"MYL9","BC11",0.237410071942446,0.158942933822809
"MYL9","BC12",0.457894736842105,0.305102037582126
"MYL9","BC17",0.67966573816156,0.729983392493861
"SAYSD1","BC11",0.258992805755396,0.178908134262948
"SAYSD1","BC12",0.568421052631579,0.337433542163483
"SAYSD1","BC17",0.420612813370474,0.345507485863965
"GAS2L1","BC11",0.12589928057554,0.0781943984896235
"GAS2L1","BC12",0.547368421052632,0.298855097347898
"GAS2L1","BC17",0.334261838440111,0.271690442355981
"OS9","BC11",0.575539568345324,0.511717513330091
"OS9","BC12",0.686842105263158,0.485872884396724
"OS9","BC17",0.571030640668524,0.550728816306638
"PMVK","BC11",0.79136690647482,0.919477071118673
"PMVK","BC12",0.892105263157895,0.926949111590354
"PMVK","BC17",0.796657381615599,0.912281709969941
"CTPS2","BC11",0.280575539568345,0.208260699915418
"CTPS2","BC12",0.586842105263158,0.387106393943232
"CTPS2","BC17",0.0362116991643454,0.024398313956735
"CH17-340M24.3","BC11",0.298561151079137,0.198319052256221
"CH17-340M24.3","BC12",0.389473684210526,0.196262974191875
"CH17-340M24.3","BC17",0.387186629526462,0.307140839694387
"LDOC1","BC11",0.255395683453237,0.160852752452508
"LDOC1","BC12",0,0
"LDOC1","BC17",0.740947075208914,0.914710290408601
"CISD3","BC11",0.496402877697842,0.395686564400881
"CISD3","BC12",0.842105263157895,0.980649396507557
"CISD3","BC17",0.571030640668524,0.556906596485491
"SRPRB","BC11",0.431654676258993,0.320307649420807
"SRPRB","BC12",0.552631578947368,0.346526377448711
"SRPRB","BC17",0.476323119777159,0.443675257717508
"IDNK","BC11",0.118705035971223,0.0750226668029071
"IDNK","BC12",0.168421052631579,0.0720040384552985
"IDNK","BC17",0.442896935933148,0.394865221712524
"SSR3","BC11",0.870503597122302,1.07012594137651
"SSR3","BC12",0.85,0.745823858527918
"SSR3","BC17",0.910863509749304,1.37461503355236
"MRPL11","BC11",0.205035971223022,0.12604756947811
"MRPL11","BC12",0.8,0.634569146036485
"MRPL11","BC17",0.479108635097493,0.421911995047656
"SLC49A3","BC11",0.0431654676258993,0.0287803762298651
"SLC49A3","BC12",0.407894736842105,0.203055797384992
"SLC49A3","BC17",0.334261838440111,0.267794948949516
"MACROD1","BC11",0.262589928057554,0.18614413467627
"MACROD1","BC12",0.607894736842105,0.384272256087589
"MACROD1","BC17",0.389972144846797,0.329285615717303
"JARID2","BC11",0.420863309352518,0.332009300979402
"JARID2","BC12",0.334210526315789,0.169360673160418
"JARID2","BC17",0.194986072423398,0.158341573572745
"RNF13","BC11",0.359712230215827,0.261267587578594
"RNF13","BC12",0.636842105263158,0.390901224373227
"RNF13","BC17",0.392757660167131,0.326222249050142
"TCTN1","BC11",0.348920863309353,0.248317225215714
"TCTN1","BC12",0.671052631578947,0.45203437505633
"TCTN1","BC17",0.236768802228412,0.176892987111928
"HTATIP2","BC11",0.694244604316547,0.657792259876351
"HTATIP2","BC12",0.602631578947368,0.35564223469872
"HTATIP2","BC17",0.504178272980501,0.448833773907877
"MTARC2","BC11",0.29136690647482,0.209332277421614
"MTARC2","BC12",0.25,0.114823385469435
"MTARC2","BC17",0.367688022284123,0.29986955037575
"PIGS","BC11",0.413669064748201,0.3210299102237
"PIGS","BC12",0.471052631578947,0.267096203154057
"PIGS","BC17",0.214484679665738,0.155616282801277
"SKAP1","BC11",0.474820143884892,0.360465631029429
"SKAP1","BC12",0.289473684210526,0.135251313976331
"SKAP1","BC17",0.289693593314763,0.226952303089718
"FBP1","BC11",0.661870503597122,0.619872620112772
"FBP1","BC12",0.381578947368421,0.204568992067205
"FBP1","BC17",0.562674094707521,0.534996648862632
"SIAH2","BC11",0.348920863309353,0.242445643228616
"SIAH2","BC12",0.802631578947368,0.83277836847958
"SIAH2","BC17",0.735376044568245,0.942695590077159
"HDDC2","BC11",0.676258992805755,0.638454494310144
"HDDC2","BC12",0.552631578947368,0.298812122619691
"HDDC2","BC17",0.465181058495822,0.399355614543446
"TCEAL3","BC11",0.805755395683453,0.955617003260764
"TCEAL3","BC12",0.757894736842105,0.801679087514855
"TCEAL3","BC17",0.568245125348189,0.531403826238486
"MRPL24","BC11",0.643884892086331,0.58248125925694
"MRPL24","BC12",0.855263157894737,0.813009844165064
"MRPL24","BC17",0.807799442896936,0.982454993095367
"C15orf61","BC11",0.640287769784173,0.609581396851932
"C15orf61","BC12",0.260526315789474,0.115760988846492
"C15orf61","BC17",0.554317548746518,0.508891753408876
"POLDIP2","BC11",0.402877697841727,0.290874204544329
"POLDIP2","BC12",0.773684210526316,0.578464955635691
"POLDIP2","BC17",0.582172701949861,0.53767776020764
"FAM3B","BC11",0.87410071942446,1.1755563306379
"FAM3B","BC12",0.0157894736842105,0.00678174081781158
"FAM3B","BC17",0.228412256267409,0.182283548601997
"PGP","BC11",0.496402877697842,0.397517521078399
"PGP","BC12",0.597368421052632,0.373178537671778
"PGP","BC17",0.454038997214485,0.41084798340328
"BCAM","BC11",0.967625899280576,1.50785183422039
"BCAM","BC12",0.931578947368421,1.2512773770132
"BCAM","BC17",0.345403899721448,0.290093365442514
"SERINC3","BC11",0.787769784172662,0.88656794497361
"SERINC3","BC12",0.652631578947368,0.402562856765092
"SERINC3","BC17",0.476323119777159,0.443347917856159
"DMAC1","BC11",0.546762589928058,0.46221095623199
"DMAC1","BC12",0.523684210526316,0.29042514586334
"DMAC1","BC17",0.713091922005571,0.753283054929142
"IRX5","BC11",0.446043165467626,0.359491933208912
"IRX5","BC12",0.521052631578947,0.353860390450663
"IRX5","BC17",0.147632311977716,0.111260136575559
"BAD","BC11",0.579136690647482,0.502976889330837
"BAD","BC12",0.815789473684211,0.688499571923867
"BAD","BC17",0.62116991643454,0.618629233582207
"PCP2","BC11",0.41726618705036,0.326424045711601
"PCP2","BC12",0.0921052631578947,0.0344258579180985
"PCP2","BC17",0.350974930362117,0.287489174858561
"PREX1","BC11",0.52158273381295,0.448752412979167
"PREX1","BC12",0.6,0.401534920604242
"PREX1","BC17",0.0557103064066852,0.035163740472429
"NDUFB6","BC11",0.697841726618705,0.62590965536321
"NDUFB6","BC12",0.731578947368421,0.535814085225377
"NDUFB6","BC17",0.760445682451253,0.866022546130058
"PRR15L","BC11",0.31294964028777,0.24015487081137
"PRR15L","BC12",0.394736842105263,0.247192011731703
"PRR15L","BC17",0.47075208913649,0.421436567977201
"PIN1","BC11",0.661870503597122,0.591294125900654
"PIN1","BC12",0.75,0.535316882300801
"PIN1","BC17",0.632311977715877,0.597340600511773
"GADD45GIP1","BC11",0.81294964028777,0.942751159903609
"GADD45GIP1","BC12",0.923684210526316,1.14756727872064
"GADD45GIP1","BC17",0.805013927576602,0.982038940406682
"RBM47","BC11",0.748201438848921,0.750727132867934
"RBM47","BC12",0.715789473684211,0.539726576688448
"RBM47","BC17",0.493036211699164,0.419615878472354
"PLD3","BC11",0.442446043165468,0.342848694558922
"PLD3","BC12",0.710526315789474,0.473344898650968
"PLD3","BC17",0.568245125348189,0.526811220255055
"ANAPC13","BC11",0.60431654676259,0.518870005299967
"ANAPC13","BC12",0.65,0.440433927034564
"ANAPC13","BC17",0.554317548746518,0.496011449457323
"ITFG1","BC11",0.381294964028777,0.290675688810929
"ITFG1","BC12",0.515789473684211,0.286193393291396
"ITFG1","BC17",0.311977715877437,0.238678142374028
"HEBP1","BC11",0.553956834532374,0.448962324133266
"HEBP1","BC12",0.618421052631579,0.375002096286653
"HEBP1","BC17",0.846796657381616,1.31501286389075
"HAGH","BC11",0.58273381294964,0.490279658797821
"HAGH","BC12",0.784210526315789,0.601002322299297
"HAGH","BC17",0.454038997214485,0.397414506905523
"DHRS7","BC11",0.561151079136691,0.489366691641869
"DHRS7","BC12",0.578947368421053,0.335833161704272
"DHRS7","BC17",0.883008356545961,1.23146377060106
"FBLN1","BC11",0.284172661870504,0.228689146927558
"FBLN1","BC12",0.505263157894737,0.365173452146841
"FBLN1","BC17",0.0278551532033426,0.017716264207267
"MRPL36","BC11",0.62589928057554,0.559186938114009
"MRPL36","BC12",0.810526315789474,0.721010909575371
"MRPL36","BC17",0.615598885793872,0.612439848669165
"DNAJC12","BC11",0.780575539568345,0.879083094666941
"DNAJC12","BC12",0.239473684210526,0.121196444283719
"DNAJC12","BC17",0.952646239554318,1.74318694609597
"TOMM22","BC11",0.453237410071942,0.370778507041524
"TOMM22","BC12",0.844736842105263,0.749153631693953
"TOMM22","BC17",0.79108635097493,0.889097301323326
"E4F1","BC11",0.219424460431655,0.143606158789535
"E4F1","BC12",0.302631578947368,0.138738789991539
"E4F1","BC17",0.415041782729805,0.337903175204457
"IGF1R","BC11",0.902877697841727,1.28941277435908
"IGF1R","BC12",0.463157894736842,0.267954572672502
"IGF1R","BC17",0.167130919220056,0.131414601605822
"CCDC34","BC11",0.600719424460432,0.567086354518538
"CCDC34","BC12",0.426315789473684,0.207870514873968
"CCDC34","BC17",0.284122562674095,0.227477681673624
"CDH1","BC11",0.848920863309353,1.06354299640772
"CDH1","BC12",0.8,0.671453021272428
"CDH1","BC17",0.295264623955432,0.236187079219778
"UHMK1","BC11",0.543165467625899,0.459490504281293
"UHMK1","BC12",0.639473684210526,0.390355454015688
"UHMK1","BC17",0.610027855153203,0.589211370780915
"SLC35B1","BC11",0.798561151079137,0.989880775584738
"SLC35B1","BC12",0.489473684210526,0.25264997923697
"SLC35B1","BC17",0.431754874651811,0.36969803271592
"SARAF","BC11",0.902877697841727,1.17278141105619
"SARAF","BC12",0.965789473684211,1.53759032560387
"SARAF","BC17",0.768802228412256,0.828839457394714
"ZBED5-AS1","BC11",0.251798561151079,0.159121867400589
"ZBED5-AS1","BC12",0.357894736842105,0.17864289569378
"ZBED5-AS1","BC17",0.32033426183844,0.263878368354041
"EBP","BC11",0.384892086330935,0.288267808067035
"EBP","BC12",0.518421052631579,0.275707259317286
"EBP","BC17",0.545961002785515,0.532712386343336
"ZNF587","BC11",0.489208633093525,0.390264969256245
"ZNF587","BC12",0.602631578947368,0.371527781315836
"ZNF587","BC17",0.136490250696379,0.0984516925559891
"SERTAD3","BC11",0.273381294964029,0.196248070808451
"SERTAD3","BC12",0.757894736842105,0.579123318057184
"SERTAD3","BC17",0.484679665738162,0.442916689467211
"RHBDD2","BC11",0.406474820143885,0.303435173801542
"RHBDD2","BC12",0.481578947368421,0.255526233384153
"RHBDD2","BC17",0.79108635097493,0.992467268988821
"DCTN3","BC11",0.683453237410072,0.636866255746896
"DCTN3","BC12",0.797368421052632,0.622753316781939
"DCTN3","BC17",0.532033426183844,0.481573607761958
"THNSL2","BC11",0.276978417266187,0.181309511723317
"THNSL2","BC12",0.431578947368421,0.20620724062021
"THNSL2","BC17",0.284122562674095,0.218582694498755
"CXXC5","BC11",0.449640287769784,0.351874463888497
"CXXC5","BC12",0.776315789473684,0.684997198491584
"CXXC5","BC17",0.392757660167131,0.329736509697839
"JOSD2","BC11",0.510791366906475,0.429240153341566
"JOSD2","BC12",0.797368421052632,0.701591534762268
"JOSD2","BC17",0.384401114206128,0.321573294043158
"CAND1","BC11",0.514388489208633,0.409680848833504
"CAND1","BC12",0.555263157894737,0.306826993372497
"CAND1","BC17",0.495821727019499,0.438682904878608
"ST13","BC11",0.848920863309353,1.06673124802473
"ST13","BC12",0.928947368421053,1.14476224305562
"ST13","BC17",0.885793871866295,1.21022261694694
"PCBD1","BC11",0.816546762589928,0.928667704323381
"PCBD1","BC12",0.865789473684211,0.871327665116565
"PCBD1","BC17",0.880222841225627,1.19349792841325
"C7orf50","BC11",0.640287769784173,0.619343664439161
"C7orf50","BC12",0.771052631578947,0.608098512980206
"C7orf50","BC17",0.389972144846797,0.323127210828705
"ADI1","BC11",0.787769784172662,0.884630511205004
"ADI1","BC12",0.486842105263158,0.271449263486309
"ADI1","BC17",0.454038997214485,0.401804824039531
"DDT","BC11",0.830935251798561,0.999010615988407
"DDT","BC12",0.805263157894737,0.755099895526191
"DDT","BC17",0.924791086350975,1.51842946738491
"ABHD14A","BC11",0.399280575539568,0.283046864186026
"ABHD14A","BC12",0.389473684210526,0.194153409675991
"ABHD14A","BC17",0.370473537604457,0.298736075227482
"NENF","BC11",0.974820143884892,2.05453198759755
"NENF","BC12",0.944736842105263,1.27410234681924
"NENF","BC17",0.852367688022284,1.19407724283951
"DNAJC30","BC11",0.205035971223022,0.138469268956384
"DNAJC30","BC12",0.392105263157895,0.189286059702475
"DNAJC30","BC17",0.45125348189415,0.387202582341068
"BSCL2","BC11",0.661870503597122,0.637866643127098
"BSCL2","BC12",0.755263157894737,0.546168367257731
"BSCL2","BC17",0.62116991643454,0.596945221245218
"NINJ1","BC11",0.341726618705036,0.259135368712781
"NINJ1","BC12",0.826315789473684,0.814659868164619
"NINJ1","BC17",0.740947075208914,0.827070900456732
"GRAMD1A","BC11",0.435251798561151,0.33997321647393
"GRAMD1A","BC12",0.755263157894737,0.556591218333301
"GRAMD1A","BC17",0.506963788300836,0.439799163370124
"SIGIRR","BC11",0.392086330935252,0.294427733878373
"SIGIRR","BC12",0.623684210526316,0.385454387465265
"SIGIRR","BC17",0.671309192200557,0.699936365964834
"PPCS","BC11",0.52158273381295,0.396059823680355
"PPCS","BC12",0.807894736842105,0.64309481829159
"PPCS","BC17",0.735376044568245,0.812179826235499
"SWI5","BC11",0.528776978417266,0.423345071371232
"SWI5","BC12",0.486842105263158,0.259860200346273
"SWI5","BC17",0.484679665738162,0.422351026415912
"MRPS18B","BC11",0.392086330935252,0.277464787284977
"MRPS18B","BC12",0.58421052631579,0.372870276328642
"MRPS18B","BC17",0.623955431754875,0.621408472463355
"ANKRD26","BC11",0.190647482014388,0.117673029696183
"ANKRD26","BC12",0.192105263157895,0.092310819081964
"ANKRD26","BC17",0.618384401114206,0.658808062629889
"UQCC3","BC11",0.748201438848921,0.731524362706335
"UQCC3","BC12",0.815789473684211,0.661073756000879
"UQCC3","BC17",0.576601671309192,0.53748278857543
"TJP3","BC11",0.266187050359712,0.180329418113104
"TJP3","BC12",0.444736842105263,0.244113643859521
"TJP3","BC17",0.47075208913649,0.442003239109956
"DUT","BC11",0.406474820143885,0.302461530801148
"DUT","BC12",0.731578947368421,0.535370669877032
"DUT","BC17",0.880222841225627,1.19762656581404
"COQ4","BC11",0.615107913669065,0.504460682216142
"COQ4","BC12",0.568421052631579,0.334576831793675
"COQ4","BC17",0.465181058495822,0.401129965527362
"MRFAP1L1","BC11",0.248201438848921,0.170475334110141
"MRFAP1L1","BC12",0.368421052631579,0.175132556663481
"MRFAP1L1","BC17",0.587743732590529,0.558870253225046
"ARMT1","BC11",0.643884892086331,0.647462450819299
"ARMT1","BC12",0.389473684210526,0.224171367707081
"ARMT1","BC17",0.426183844011142,0.386954667977179
"CHCHD5","BC11",0.762589928057554,0.824259683563152
"CHCHD5","BC12",0.702631578947368,0.492008675347762
"CHCHD5","BC17",0.754874651810585,0.845919465598379
"MGMT","BC11",0.679856115107914,0.62609227377316
"MGMT","BC12",0.621052631578947,0.35670585445057
"MGMT","BC17",0.568245125348189,0.522817851214434
"ATP5F1A","BC11",0.564748201438849,0.493865940140222
"ATP5F1A","BC12",0.768421052631579,0.599648704392657
"ATP5F1A","BC17",0.983286908077994,2.39756994191949
"SQLE","BC11",0.651079136690647,0.680086595993127
"SQLE","BC12",0.413157894736842,0.264925942150479
"SQLE","BC17",0.64066852367688,0.77967087882738
"TMEM98","BC11",0.0215827338129496,0.0120388517663393
"TMEM98","BC12",0.723684210526316,0.546219547556361
"TMEM98","BC17",0.501392757660167,0.468402454043252
"WDR61","BC11",0.597122302158273,0.541370937892797
"WDR61","BC12",0.55,0.312687280870093
"WDR61","BC17",0.573816155988858,0.529233366216896
"SLC35E3","BC11",0.280575539568345,0.190718784632205
"SLC35E3","BC12",0.197368421052632,0.0878401892861254
"SLC35E3","BC17",0.454038997214485,0.419849534438435
"C11orf58","BC11",0.87410071942446,1.001149750654
"C11orf58","BC12",0.926315789473684,1.07542753951006
"C11orf58","BC17",0.952646239554318,1.56737119784188
"RPN2","BC11",0.805755395683453,0.980539333751052
"RPN2","BC12",0.85,0.8050297640007
"RPN2","BC17",0.71866295264624,0.784874848753526
"NPTN","BC11",0.438848920863309,0.341806964116387
"NPTN","BC12",0.339473684210526,0.158560095499317
"NPTN","BC17",0.261838440111421,0.194484381034279
"EMC10","BC11",0.723021582733813,0.717628059720246
"EMC10","BC12",0.839473684210526,0.675164641390771
"EMC10","BC17",0.481894150417827,0.412978227577315
"KLHL5","BC11",0.039568345323741,0.0201940886926276
"KLHL5","BC12",0.128947368421053,0.0554029694653431
"KLHL5","BC17",0.651810584958217,0.762259221398489
"GOT2","BC11",0.543165467625899,0.431066102678411
"GOT2","BC12",0.460526315789474,0.233992299212929
"GOT2","BC17",0.222841225626741,0.162690748009874
"MSMB","BC11",0.748201438848921,1.45156884924597
"MSMB","BC12",0.286842105263158,0.199672245392812
"MSMB","BC17",0.00278551532033426,0.00235888851976996
"GTF3A","BC11",0.888489208633094,1.13956432078458
"GTF3A","BC12",0.828947368421053,0.766479856262095
"GTF3A","BC17",0.571030640668524,0.560968297151936
"ABHD2","BC11",0.352517985611511,0.280771539982426
"ABHD2","BC12",0.268421052631579,0.127010503046354
"ABHD2","BC17",0.559888579387187,0.588686030332957
"MLF2","BC11",0.737410071942446,0.776637403617216
"MLF2","BC12",0.905263157894737,1.02306271131941
"MLF2","BC17",0.721448467966574,0.828519339561511
"TIMMDC1","BC11",0.356115107913669,0.251607144935425
"TIMMDC1","BC12",0.678947368421053,0.44290998658982
"TIMMDC1","BC17",0.523676880222841,0.473675378438112
"TECR","BC11",0.787769784172662,0.844705751590539
"TECR","BC12",0.842105263157895,0.801651603200195
"TECR","BC17",0.891364902506964,1.22807568245135
"RAB17","BC11",0.323741007194245,0.24337998824779
"RAB17","BC12",0.426315789473684,0.21470814125451
"RAB17","BC17",0.401114206128134,0.334113982359162
"NDUFB8","BC11",0.902877697841727,1.20078184247215
"NDUFB8","BC12",0.757894736842105,0.618964729024336
"NDUFB8","BC17",0.877437325905292,1.16437769330103
"TMEM208","BC11",0.744604316546763,0.757496627344043
"TMEM208","BC12",0.802631578947368,0.618609627096597
"TMEM208","BC17",0.334261838440111,0.262482473497352
"CANT1","BC11",0.539568345323741,0.459020450048898
"CANT1","BC12",0.489473684210526,0.303813307334297
"CANT1","BC17",0.384401114206128,0.345212708513485
"ATP5PB","BC11",0.413669064748201,0.332120785697191
"ATP5PB","BC12",0.802631578947368,0.669441828992309
"ATP5PB","BC17",0.927576601671309,1.44106477155751
"NDUFA6","BC11",0.87410071942446,1.08065436759516
"NDUFA6","BC12",0.847368421052632,0.727879083099946
"NDUFA6","BC17",0.930362116991644,1.42880032145366
"CCDC115","BC11",0.169064748201439,0.104022379017241
"CCDC115","BC12",0.360526315789474,0.173902094769761
"CCDC115","BC17",0.618384401114206,0.611855633078909
"HMGCS1","BC11",0.597122302158273,0.749513549911948
"HMGCS1","BC12",0.392105263157895,0.210331310598542
"HMGCS1","BC17",0.434540389972145,0.409458924941165
"NDUFS7","BC11",0.647482014388489,0.601388376858707
"NDUFS7","BC12",0.852631578947368,0.79515834157658
"NDUFS7","BC17",0.738161559888579,0.875289036390894
"POLD4","BC11",0.773381294964029,0.88469623436221
"POLD4","BC12",0.960526315789474,1.38897070249674
"POLD4","BC17",0.573816155988858,0.545678084355988
"ZNF830","BC11",0.647482014388489,0.614342132803534
"ZNF830","BC12",0.384210526315789,0.200072861688378
"ZNF830","BC17",0.286908077994429,0.229912432134563
"RPN1","BC11",0.503597122302158,0.414551651879064
"RPN1","BC12",0.568421052631579,0.327501716522681
"RPN1","BC17",0.537604456824513,0.51534259960149
"RIDA","BC11",0.244604316546763,0.167061198789524
"RIDA","BC12",0.528947368421053,0.288312762168598
"RIDA","BC17",0.228412256267409,0.167432466422857
"HEXIM1","BC11",0.341726618705036,0.25880876483372
"HEXIM1","BC12",0.510526315789474,0.313494162142059
"HEXIM1","BC17",0.651810584958217,0.633053786443124
"ACOT8","BC11",0.258992805755396,0.180560032565513
"ACOT8","BC12",0.418421052631579,0.21359977188481
"ACOT8","BC17",0.200557103064067,0.148412127296539
"MAGEF1","BC11",0.460431654676259,0.355846066788841
"MAGEF1","BC12",0.476315789473684,0.279928803538668
"MAGEF1","BC17",0.498607242339833,0.461368511718449
"NOL3","BC11",0.517985611510791,0.431335083489342
"NOL3","BC12",0.536842105263158,0.296839486851765
"NOL3","BC17",0.275766016713092,0.238534044482854
"MRPS14","BC11",0.575539568345324,0.473101234809336
"MRPS14","BC12",0.713157894736842,0.498999710682403
"MRPS14","BC17",0.654596100278552,0.663754160518408
"TLE5","BC11",0.712230215827338,0.7272974630444
"TLE5","BC12",0.55,0.315639342759217
"TLE5","BC17",0.727019498607242,0.809649853338822
"PIGP","BC11",0.654676258992806,0.640527328574016
"PIGP","BC12",0.676315789473684,0.456954448494689
"PIGP","BC17",0.384401114206128,0.318107846073222
"TXNDC15","BC11",0.23021582733813,0.156578110602076
"TXNDC15","BC12",0.402631578947368,0.199725000380811
"TXNDC15","BC17",0.364902506963788,0.295565944446901
"NDRG2","BC11",0.0359712230215827,0.0222954504754536
"NDRG2","BC12",0.176315789473684,0.0817095316076279
"NDRG2","BC17",0.551532033426184,0.532708810402927
"ELP5","BC11",0.420863309352518,0.307175389299306
"ELP5","BC12",0.510526315789474,0.257616340168274
"ELP5","BC17",0.100278551532033,0.0672817866897443
"FAM102A","BC11",0.76978417266187,0.936446553164371
"FAM102A","BC12",0.578947368421053,0.397413646807749
"FAM102A","BC17",0.476323119777159,0.428324595548243
"CD27-AS1","BC11",0.392086330935252,0.284187547533686
