gene,coefficient,test_sample,selected_C
DHRS7,0.06006039574840404,BC12,0.01
SDF2L1,0.021281057995565365,BC12,0.01
GTF3A,-0.016905172153956798,BC12,0.01
H2AC6,-0.09411842756396045,BC12,0.01
ARF3,-0.006019715451301993,BC12,0.01
BLVRB,-0.10336620487306734,BC12,0.01
CRNDE,-0.06382916780909863,BC12,0.01
CYB561,0.05432053527623013,BC12,0.01
DUT,-0.014323211902915134,BC12,0.01
CHCHD5,-0.02677871529825069,BC12,0.01
ST13,-0.06884631010451861,BC12,0.01
TMEM134,-0.024533670753944994,BC12,0.01
GALNT1,0.024657495822605128,BC12,0.01
TMEM9B,0.04453898662022313,BC12,0.01
FOXA1,0.0764865721101581,BC12,0.01
RNF139,0.014578485244068509,BC12,0.01
DDT,0.015078009603940012,BC12,0.01
TOMM22,-0.011827792847685429,BC12,0.01
COMT,0.06902189744104752,BC12,0.01
HSD17B10,0.02067562651402672,BC12,0.01
SELENOS,-0.10189413701923643,BC12,0.01
PPCS,-0.014036792543282373,BC12,0.01
CACYBP,-0.03913392833495207,BC12,0.01
GNG10,-0.03967418340510533,BC12,0.01
POLD4,-0.05222346905193177,BC12,0.01
POLR2F,0.05880688062428403,BC12,0.01
BPTF,0.04111417029402676,BC12,0.01
CISD3,-0.06532400615825437,BC12,0.01
TMEM141,-0.022862896557455433,BC12,0.01
ECH1,-0.013884373208209247,BC12,0.01
SYAP1,-0.10121947018745135,BC12,0.01
SORD,-0.007652923529954992,BC12,0.01
GAMT,0.029350858825824937,BC12,0.01
GADD45G,0.10386580001488646,BC12,0.01
DGCR6L,0.0903071951337424,BC12,0.01
MCRIP2,-0.0069578083846914595,BC12,0.01
MARCHF6,0.0023110591512601605,BC12,0.01
HEBP1,0.0189678195309137,BC12,0.01
BLVRA,0.021452846523428947,BC12,0.01
MTCH1,-0.07994259294536447,BC12,0.01
LAMP2,-0.03685871823427023,BC12,0.01
FOSB,-0.08188404322841561,BC12,0.01
PNPLA4,0.028761709401407303,BC12,0.01
PNKD,0.014416363752383228,BC12,0.01
MDH1,-0.00020667148187036649,BC12,0.01
SHARPIN,0.022007067881106034,BC12,0.01
SDHB,-0.0018157194556825194,BC12,0.01
TPD52L1,0.11267862668939362,BC12,0.01
YIPF3,-0.04772549372337879,BC12,0.01
RABAC1,-0.062439825471771175,BC12,0.01
MRPL36,-0.021633613510054266,BC12,0.01
TCEAL1,-0.013156376219730577,BC12,0.01
NDUFA10,0.0031343368456547846,BC12,0.01
PRLR,0.024136393032647446,BC12,0.01
PHF14,0.0010580720989511625,BC12,0.01
SUPT4H1,0.02497228971181285,BC12,0.01
PRXL2A,0.05851379260652333,BC12,0.01
CCDC167,0.07648132310922713,BC12,0.01
BAD,-0.02480717553577186,BC12,0.01
SPDEF,-0.038299368883999395,BC12,0.01
MRPS18A,0.015667172260270305,BC12,0.01
BSCL2,-0.0100990658968328,BC12,0.01
LASP1,-0.029604374428530988,BC12,0.01
MRPL21,-0.04383963816782159,BC12,0.01
NR2F6,0.09198463842169287,BC12,0.01
NORAD,-0.017471442101832085,BC12,0.01
ERLEC1,0.0456805096490674,BC12,0.01
ACSF2,0.04014579211898919,BC12,0.01
EIF2AK1,0.05124110133628396,BC12,0.01
RHBDD2,0.06270979153187563,BC12,0.01
EMC10,-0.06513345905106888,BC12,0.01
TSC22D3,-0.005715578839402556,BC12,0.01
RBM47,0.06311203651211575,BC12,0.01
SERINC3,0.016473720962181644,BC12,0.01
LRPAP1,-0.0057661293118370085,BC12,0.01
RNF187,-0.027252678903465066,BC12,0.01
CDH1,-0.06480634321619515,BC12,0.01
DYNLL2,0.10782233026398744,BC12,0.01
YIPF6,0.030955196152497096,BC12,0.01
MLF2,-0.038374619225880605,BC12,0.01
MRPS14,0.0052749620479662605,BC12,0.01
DMAC1,0.04963481957525117,BC12,0.01
FLOT1,-0.052830891614254354,BC12,0.01
ING2,0.04133349953638189,BC12,0.01
ISOC2,0.03216186732473508,BC12,0.01
OS9,0.00847722920496412,BC12,0.01
PTOV1,0.03816724078728873,BC12,0.01
SRSF1,-0.04307613326500325,BC12,0.01
HAGH,-0.014687376859681758,BC12,0.01
POLDIP2,-0.03354521042827541,BC12,0.01
COA1,0.05099815562068657,BC12,0.01
CMC1,0.0021489988778791366,BC12,0.01
ECI1,0.10043665742850112,BC12,0.01
TP53TG1,-0.002214210621823558,BC12,0.01
RPP21,0.024892682106547187,BC12,0.01
VAV3,0.04957650961237247,BC12,0.01
UHMK1,-0.03398526871539861,BC12,0.01
DEK,-0.014333592663773789,BC12,0.01
TXN2,0.005343771458989816,BC12,0.01
ARMCX3,-0.035175777266748566,BC12,0.01
COX11,0.05135661108842074,BC12,0.01
ZDHHC24,0.02076878788402844,BC12,0.01
TCEAL3,-0.0394765140533005,BC12,0.01
ARL3,-0.007660661218088855,BC12,0.01
RCN2,-0.06320297671018338,BC12,0.01
TMEM208,0.07637079872136626,BC12,0.01
MCTS1,-0.03235728622765982,BC12,0.01
NUDT4,0.024216963137451822,BC12,0.01
RNASEH2C,-0.024113092330346433,BC12,0.01
POLE4,0.005174338264286165,BC12,0.01
IRX3,-0.01598402787231385,BC12,0.01
STRBP,0.055115995300163,BC12,0.01
IDH1,0.03512736974598362,BC12,0.01
HTATIP2,-0.009952155112321401,BC12,0.01
MED13L,0.012852620092225358,BC12,0.01
BCAM,-0.0966134500833083,BC12,0.01
EPHX1,0.0009605332299505772,BC12,0.01
PLD3,0.0032080284116115156,BC12,0.01
SIAH2,-0.0194465537722859,BC12,0.01
PPP1CC,-0.04352158667552586,BC12,0.01
TMEM9,-0.030126015998410013,BC12,0.01
PIN1,0.020315871420506018,BC12,0.01
SLC35B1,0.06122607553435667,BC12,0.01
ANAPC13,0.022934301393527767,BC12,0.01
ERBB3,-0.018313805425543533,BC12,0.01
GRAMD1A,-0.00297983018692615,BC12,0.01
CORO1B,-0.03357689660728257,BC12,0.01
SEZ6L2,0.051980200081815836,BC12,0.01
GRINA,-0.08563813878198424,BC12,0.01
SQLE,-0.019268067963592803,BC12,0.01
C20orf27,0.05488005778969079,BC12,0.01
SRSF6,-0.05707821201820457,BC12,0.01
SPOP,0.02862856482512986,BC12,0.01
MRPL34,0.03935695477847735,BC12,0.01
TXNIP,0.014633784777104312,BC12,0.01
GRN,-0.054314747732964755,BC12,0.01
C7orf50,-0.05095856193422184,BC12,0.01
ABHD12,0.024312819935678527,BC12,0.01
EGLN2,-0.08311844480519692,BC12,0.01
TAF15,0.046080490544663955,BC12,0.01
SH3YL1,-0.0061096449315431916,BC12,0.01
ATG101,-0.02980225236297472,BC12,0.01
TLE5,0.03464134121843212,BC12,0.01
PTPMT1,0.04598100394400144,BC12,0.01
NINJ1,-0.04504450057952724,BC12,0.01
MRPS18B,0.012908373761144324,BC12,0.01
ADI1,0.03743681310861498,BC12,0.01
TRPS1,-0.03369476737212916,BC12,0.01
ZMAT2,-0.036259176467623326,BC12,0.01
METRN,-0.05963555654234401,BC12,0.01
NECAB3,0.046182357539708334,BC12,0.01
TERF2IP,-0.013187292916798796,BC12,0.01
METTL5,-0.02533607968533594,BC12,0.01
SUSD3,0.03394801297645748,BC12,0.01
SRPRB,-0.00849341028876978,BC12,0.01
CTSH,0.02915075598561546,BC12,0.01
VDAC3,-0.034174557598743195,BC12,0.01
SURF1,-0.021438857463255967,BC12,0.01
OCEL1,0.015592129541100135,BC12,0.01
SEC61A1,0.03777312641441931,BC12,0.01
COQ4,0.05505642201596052,BC12,0.01
THSD4,-0.0013003438476914746,BC12,0.01
CNPY3,0.08479253088104795,BC12,0.01
DCTN3,0.01275266918303782,BC12,0.01
RNF5,0.020116341874219124,BC12,0.01
CDS2,0.0096474726067522,BC12,0.01
PIGP,0.04097557474609816,BC12,0.01
SNRPN,0.004986359796883748,BC12,0.01
RPN1,-0.01114894629403606,BC12,0.01
FAM120AOS,-0.0038765991206221504,BC12,0.01
TIMMDC1,0.020711120404976167,BC12,0.01
ZBTB20,0.04322396178038816,BC12,0.01
GPAA1,-0.07478133880655255,BC12,0.01
RAP1A,-0.03467632509239552,BC12,0.01
TIMM17B,0.025748591335056886,BC12,0.01
USF2,0.011584297057913221,BC12,0.01
WBP1,0.00260020961939585,BC12,0.01
BAG3,-0.035739172875857685,BC12,0.01
CAND1,-0.021039505788187318,BC12,0.01
SPATA20,0.05067344393483685,BC12,0.01
CTSA,-0.04176788428923817,BC12,0.01
C8orf82,0.03193162390618474,BC12,0.01
TIMP3,0.14116995402145316,BC12,0.01
FBP1,-0.009120749884899502,BC12,0.01
POP7,0.005210886376340591,BC12,0.01
CTSZ,0.0638942753240582,BC12,0.01
COPRS,0.03317672070483863,BC12,0.01
HMGCS1,0.025415335918945473,BC12,0.01
CLTC,0.0023106584946646427,BC12,0.01
NFU1,-0.031778080532951856,BC12,0.01
MEA1,-0.02869643202596703,BC12,0.01
COMTD1,0.05561697623836806,BC12,0.01
CLPTM1,0.013474409781580172,BC12,0.01
EBP,0.007211933795387685,BC12,0.01
RNF13,-0.009122458612802122,BC12,0.01
FLYWCH2,-0.048381905645407494,BC12,0.01
IRF2BPL,-0.014534489601968325,BC12,0.01
MGMT,0.034689153204571686,BC12,0.01
EML2,0.040854307309836496,BC12,0.01
STMN1,0.015123660676433209,BC12,0.01
PIGX,0.03632640571494492,BC12,0.01
AL035661.1,0.049780765164641555,BC12,0.01
BRMS1,0.004450942003788407,BC12,0.01
CDK4,-0.020289581539443685,BC12,0.01
SIGIRR,-0.036926343901130386,BC12,0.01
TSG101,-0.008128244351130453,BC12,0.01
CHPF,0.027644853815213713,BC12,0.01
SPR,0.03139655682086372,BC12,0.01
ELAPOR1,-0.004670246855073046,BC12,0.01
MRPS36,0.005219046766043461,BC12,0.01
ATXN10,-0.003810732493302723,BC12,0.01
MTX2,0.007647750324877144,BC12,0.01
SAYSD1,-0.015766244988770137,BC12,0.01
JOSD2,-0.007941602443223433,BC12,0.01
FAM102A,-0.047349312525598666,BC12,0.01
FIBP,-0.03672058718600337,BC12,0.01
HEXIM1,-0.01276056926281128,BC12,0.01
ATP6V1H,-0.05853371086470562,BC12,0.01
KCNK6,-0.05465119318401109,BC12,0.01
FAM120A,-0.026615838524685766,BC12,0.01
HDDC2,-0.006912801703946299,BC12,0.01
CXXC5,-0.062263247442008625,BC12,0.01
IFT27,0.004698014128096291,BC12,0.01
CANT1,-0.012889192039982206,BC12,0.01
SERTAD3,-0.023901532458940045,BC12,0.01
FSIP1,0.021336671071036387,BC12,0.01
ERGIC1,0.02346409455347949,BC12,0.01
RBBP4,-0.027405601832698,BC12,0.01
CCDC85B,-0.04485366006553461,BC12,0.01
WDR61,0.014710183058542355,BC12,0.01
PAGR1,-0.023041442722253384,BC12,0.01
NUCB1,-0.06600409166863147,BC12,0.01
ANAPC5,-0.015522521405340379,BC12,0.01
TCTA,0.07197505299163148,BC12,0.01
CREG1,-0.0014143008389786885,BC12,0.01
KRR1,0.03778636071082482,BC12,0.01
NOL3,0.0713574994770149,BC12,0.01
RETREG2,0.001523158412108769,BC12,0.01
S100P,0.013257135903690565,BC12,0.01
CDIPT,-0.001751689886934043,BC12,0.01
TESMIN,-0.002551509433307649,BC12,0.01
C1orf122,-0.0010680740398900325,BC12,0.01
MYADM,-0.020590875772751836,BC12,0.01
FAM174A,-0.0111831560379736,BC12,0.01
PGP,0.004190376460612612,BC12,0.01
ACOT13,0.0732396895136388,BC12,0.01
NT5C,0.03491205920527767,BC12,0.01
SPINT1-AS1,0.010864568871653425,BC12,0.01
MSI2,-0.042243390304083736,BC12,0.01
CAMK2N1,0.01985269522503764,BC12,0.01
AKAP1,0.05167761001735103,BC12,0.01
PDZD11,-0.02310375236232139,BC12,0.01
RAB17,0.0573266860823185,BC12,0.01
C15orf61,0.06106762407846797,BC12,0.01
BRI3,0.03256105664141711,BC12,0.01
MTARC2,0.08965144019911292,BC12,0.01
NFE2L1,0.02868454844842895,BC12,0.01
AK1,0.04094891938784233,BC12,0.01
ETHE1,-0.04685502672139601,BC12,0.01
SYS1,-0.017763413310743333,BC12,0.01
ZNF24,-0.027335032214106096,BC12,0.01
MAP4K3-DT,0.042299003182915004,BC12,0.01
ZNF385A,0.0287383059044211,BC12,0.01
ARL2BP,0.008161676710282097,BC12,0.01
MTHFS,0.006959735321479225,BC12,0.01
MPC1,0.007345401120303665,BC12,0.01
STARD7,0.0033563747845292407,BC12,0.01
DCAF7,0.09098010001861512,BC12,0.01
CRLS1,0.05354387143947842,BC12,0.01
BEX4,-0.019599384458985375,BC12,0.01
CERS6,-0.04420106658933943,BC12,0.01
POLR3K,-0.03023550391583085,BC12,0.01
SKIL,-0.002952497792206533,BC12,0.01
ALG13,-0.0034076852087054996,BC12,0.01
EXOSC5,0.038987954572899636,BC12,0.01
GOSR2,0.0005146272757021987,BC12,0.01
A1BG,0.00200641885974206,BC12,0.01
IARS2,0.002039751237937629,BC12,0.01
SS18L2,-0.0098741025492809,BC12,0.01
SWI5,0.028349865475349838,BC12,0.01
STIP1,-0.0736199291717688,BC12,0.01
M6PR,-0.0017069858967973459,BC12,0.01
OTUB1,-0.03717579735053125,BC12,0.01
SKAP1,0.022997505557752245,BC12,0.01
POLR2C,0.002077357974638684,BC12,0.01
LYPD3,-0.005419370711270502,BC12,0.01
KIF12,0.027483354598587504,BC12,0.01
GPR160,0.029309415354667512,BC12,0.01
ERG28,0.0199761934275953,BC12,0.01
SAC3D1,0.05559768954417287,BC12,0.01
TJP3,0.013574410916944,BC12,0.01
HMGN4,-0.011817067916434654,BC12,0.01
CCS,-0.02295529859112505,BC12,0.01
HADHB,-0.05651409657266578,BC12,0.01
CRELD2,-0.042260925381258245,BC12,0.01
MACROD1,-0.010150955504015971,BC12,0.01
RPA3,-0.043659508837321906,BC12,0.01
AKT2,0.04574605601281495,BC12,0.01
OTUD6B-AS1,0.038369672722912335,BC12,0.01
PRR15L,0.07396268601902464,BC12,0.01
MAGEF1,0.04329285486036004,BC12,0.01
DHX30,-0.00589742629039255,BC12,0.01
UNC50,0.013583979499201433,BC12,0.01
GSTM3,-0.034357905895237344,BC12,0.01
ETFRF1,-0.01023778987555307,BC12,0.01
CCDC91,0.04028422670975518,BC12,0.01
MTSS1,0.05860649944129996,BC12,0.01
CYHR1,-0.052438643420739714,BC12,0.01
SECISBP2,0.03139161205456127,BC12,0.01
DST,-0.06594873854287649,BC12,0.01
ABHD2,-0.019919716867612798,BC12,0.01
TMED7,-0.045351476571296734,BC12,0.01
KCNC2,0.10274034342582156,BC12,0.01
FAM110A,0.0195284799374021,BC12,0.01
LLGL2,0.025820603238692647,BC12,0.01
SLC22A18,-0.018544193163182558,BC12,0.01
CYB5B,-0.018240276575719475,BC12,0.01
MPLKIP,-0.02981929489497764,BC12,0.01
KCNQ1OT1,0.01673141824698838,BC12,0.01
PRPSAP1,-0.01135416262214657,BC12,0.01
H2BC4,0.005983229667223213,BC12,0.01
NUBP2,-0.05462593335045572,BC12,0.01
RBP1,0.1269441573993316,BC12,0.01
PARL,-0.009478982275363148,BC12,0.01
FBXL15,0.03404115672013911,BC12,0.01
ZNRD2,-0.026272157491403398,BC12,0.01
BCAT2,-0.02372717909591701,BC12,0.01
GSTO2,0.008099395816910371,BC12,0.01
EBLN3P,0.03286629177041284,BC12,0.01
ARFGAP2,-0.02527725350981513,BC12,0.01
KRCC1,-0.03343405001675837,BC12,0.01
KAT6B,-0.05740941358424925,BC12,0.01
MMAB,-0.017855370686548563,BC12,0.01
THAP7,0.02927697346790652,BC12,0.01
DNASE2,-0.014585123458113228,BC12,0.01
SYNE4,0.0023134966103316354,BC12,0.01
CCDC34,0.07949796502914175,BC12,0.01
ITFG1,0.03861587749904839,BC12,0.01
CPEB4,-0.026152410560429714,BC12,0.01
DNAJA4,0.09445445373996607,BC12,0.01
COQ7,0.04529592149229698,BC12,0.01
RPRD1A,0.006018293146966226,BC12,0.01
TPGS2,-0.05000571621498291,BC12,0.01
ENDOV,-0.006194893171975559,BC12,0.01
OIP5-AS1,0.02222758915771584,BC12,0.01
HK1,-0.03719860508429082,BC12,0.01
PDHX,0.013386959659154284,BC12,0.01
EBAG9,-0.019530762411559176,BC12,0.01
CCZ1,-0.04073882673144614,BC12,0.01
GET1,0.014608931735881013,BC12,0.01
AHCY,0.021039084543002996,BC12,0.01
SMARCA2,0.006361357374850968,BC12,0.01
ZNF830,0.019550498246737602,BC12,0.01
NDUFS1,0.016986517136270526,BC12,0.01
ARMT1,-0.01393900479310166,BC12,0.01
HNRNPL,-0.043193159318187284,BC12,0.01
B3GAT3,-0.010953629748187163,BC12,0.01
ABHD14A,0.009801031645243166,BC12,0.01
CH17-340M24.3,0.0229912857501176,BC12,0.01
GFPT1,0.051432477067823244,BC12,0.01
RXRA,-0.01116727676629196,BC12,0.01
PTGES2,0.01815744727674314,BC12,0.01
TRUB2,0.0587435407325833,BC12,0.01
SMUG1,-0.03172959281446369,BC12,0.01
HRAS,0.022600386378367157,BC12,0.01
COPG1,0.03638300621369751,BC12,0.01
TMEM251,0.05444158140192942,BC12,0.01
NPTN,0.04682252875110329,BC12,0.01
DHRS4L2,0.03145311092624469,BC12,0.01
MAFB,0.06527935226040926,BC12,0.01
ZBED5-AS1,0.010730279543599836,BC12,0.01
TRH,0.06270455561607328,BC12,0.01
VEZF1,0.04691199859659627,BC12,0.01
SLC39A3,0.038762962740414894,BC12,0.01
NFIX,0.02255722757957735,BC12,0.01
WFDC2,-0.05245970264584079,BC12,0.01
PCNA,0.006865256833063105,BC12,0.01
IFI27,-0.04761312383047524,BC12,0.01
CD27-AS1,-0.023375407944587426,BC12,0.01
SMIM10L1,0.021140290578109577,BC12,0.01
CCDC57,-0.0005365505216702459,BC12,0.01
TNFSF10,-0.04556221435815831,BC12,0.01
ZDHHC4,-0.03237427439111566,BC12,0.01
DNAJC12,0.010565019172093237,BC12,0.01
IDH3A,0.08763201189677314,BC12,0.01
MTUS1,-0.01759335394551369,BC12,0.01
ZNF664,0.004229266368989368,BC12,0.01
THNSL2,-0.008455549376015765,BC12,0.01
OXLD1,-0.03439289681054929,BC12,0.01
FBXL5,0.03406730413243211,BC12,0.01
RTN2,0.028285493703866356,BC12,0.01
TSR3,-0.05667850231776879,BC12,0.01
GPATCH2,-0.02622410445948971,BC12,0.01
NKAP,-0.0037925576087083023,BC12,0.01
CYP51A1,0.04941791607940101,BC12,0.01
MRPL35,0.029774802820386585,BC12,0.01
ZNF32,0.029249492795545864,BC12,0.01
TPGS1,-0.0024774304708192114,BC12,0.01
BAIAP2,-0.014876895176627512,BC12,0.01
NIPSNAP1,-0.01790593892158831,BC12,0.01
AKT1S1,-0.006370215612094772,BC12,0.01
HSBP1L1,0.015057272587417571,BC12,0.01
HTATSF1,-0.01869981671572726,BC12,0.01
DCTN1,0.03803272470447235,BC12,0.01
C15orf40,-0.018737972340174325,BC12,0.01
PIGF,0.038714351162272204,BC12,0.01
TP53I11,0.029597012534194587,BC12,0.01
PTPN18,0.028862939486618396,BC12,0.01
HOXB2,-0.03793482007713926,BC12,0.01
OGFR,0.02935607108114424,BC12,0.01
XAB2,0.05690740098826881,BC12,0.01
TLE3,0.008303487138479865,BC12,0.01
APTR,0.0991814682161381,BC12,0.01
PTGER3,0.04996023686087224,BC12,0.01
GNPAT,0.03033095906250717,BC12,0.01
FAM210B,-0.012186208528717149,BC12,0.01
ABHD14B,0.012222801416834735,BC12,0.01
ACY1,0.02953244266763723,BC12,0.01
HDDC3,0.028538970238719038,BC12,0.01
HOXB6,0.031360140660995864,BC12,0.01
GPS1,-0.011113561516179664,BC12,0.01
NFKBIZ,-0.06543236575000065,BC12,0.01
TMEM223,-0.015602525998109329,BC12,0.01
FUNDC1,0.015596641479726515,BC12,0.01
RMND1,-0.013257761528629662,BC12,0.01
TM2D3,-0.04799299287889835,BC12,0.01
CDS1,0.011098085426125138,BC12,0.01
STC1,0.03680227936877927,BC12,0.01
FAM200B,0.013096849605109092,BC12,0.01
MT-ND6,-0.06343393666557001,BC12,0.01
PSME3IP1,0.007000977627884965,BC12,0.01
KEAP1,-0.011707472212755742,BC12,0.01
SYNJ2BP,-0.024451041684768252,BC12,0.01
ITPK1,0.12595942933602597,BC12,0.01
COPS7A,0.03170114506328112,BC12,0.01
RXYLT1,0.06640994831646058,BC12,0.01
ARSD,0.016578324758409167,BC12,0.01
SERPINA5,0.07328848449184483,BC12,0.01
IMMP1L,0.0017648678217976894,BC12,0.01
KIF21A,-0.008217792653271903,BC12,0.01
ZFX,0.005184712244433372,BC12,0.01
HOXB5,0.05013223596695034,BC12,0.01
ZNF467,0.008810437743480606,BC12,0.01
TSPAN1,-0.008289827738742412,BC12,0.01
LY6E,-0.04826769242138349,BC12,0.01
FBXO21,0.003041044260718652,BC12,0.01
HAGHL,-0.04934350159500311,BC12,0.01
ANXA9,0.07298606890260671,BC12,0.01
MALSU1,0.00862234740155847,BC12,0.01
PIK3R1,0.028142639533487397,BC12,0.01
NCBP2AS2,-0.0052431202769242895,BC12,0.01
BLCAP,0.01050427169009737,BC12,0.01
TMX1,0.012516834806506366,BC12,0.01
MRPL11,-0.03200327215512571,BC12,0.01
GLCE,-0.014078532827475067,BC12,0.01
OARD1,-0.023129890912450667,BC12,0.01
IGF1R,0.020796353321262704,BC12,0.01
H2BC15,-0.03292625699767371,BC12,0.01
LINC00472,-0.032274481879981436,BC12,0.01
LDOC1,0.08504298291716987,BC12,0.01
HOXB-AS3,0.06376141618652695,BC12,0.01
RASD1,0.020467716248454886,BC12,0.01
TTC14,-0.013948173361649411,BC12,0.01
SEPTIN8,0.03864712406470633,BC12,0.01
CRELD1,0.011487370485667711,BC12,0.01
WASHC3,0.024712640466935536,BC12,0.01
CEACAM5,0.014989818633776592,BC12,0.01
HDGFL3,0.06763099804179075,BC12,0.01
TAOK3,-0.017073828407992382,BC12,0.01
PDE4DIP,-0.01194674200574649,BC12,0.01
VPS51,-0.022813947579803363,BC12,0.01
HSPH1,-0.04512801543003132,BC12,0.01
DEGS2,-0.02493088069935467,BC12,0.01
CCDC151,0.11871466362166627,BC12,0.01
STAU2,0.01797960523898665,BC12,0.01
MRFAP1L1,0.017179777379768748,BC12,0.01
IER5,0.043028499937358085,BC12,0.01
PSIP1,0.002024322444029746,BC12,0.01
TMEM98,-0.02348141301329145,BC12,0.01
IFI27L1,0.04814762526340735,BC12,0.01
AUTS2,0.10279563732726811,BC12,0.01
SNX10,0.07756432161676603,BC12,0.01
ALDH3B2,0.033895352417494015,BC12,0.01
FGD5-AS1,-0.014118171794231285,BC12,0.01
PDRG1,0.02428581746886391,BC12,0.01
MYL9,-0.0012592074539468734,BC12,0.01
TCTN1,0.01220773908349488,BC12,0.01
AC068888.1,0.043634045076614766,BC12,0.01
C3orf14,0.013575663686182885,BC12,0.01
DACH1,0.176508806780553,BC12,0.01
SYT1,0.08498996381851659,BC12,0.01
HSPB8,0.010782380073529668,BC12,0.01
RAMP3,-0.027963481735088974,BC12,0.01
CD81,0.03657967138541115,BC12,0.01
GATAD1,0.027342065707430748,BC12,0.01
STMN3,0.053262454394666155,BC12,0.01
LAPTM4B,0.042028023084025416,BC12,0.01
ZNF44,0.0536333071744651,BC12,0.01
TMX4,0.06562022846633232,BC12,0.01
CDKN1C,0.04004116105690382,BC12,0.01
CCDC115,0.029637447588638476,BC12,0.01
C22orf39,-0.0196976229964608,BC12,0.01
SLC2A10,0.08376175033281207,BC12,0.01
PPP2R5A,0.0437654502203457,BC12,0.01
EXOSC3,0.02813466443537685,BC12,0.01
GAS2L1,-0.01846402591074372,BC12,0.01
MT1F,0.12974996262490732,BC12,0.01
KAZALD1,0.06838961098744092,BC12,0.01
SLC49A3,0.04444574815251677,BC12,0.01
DNAJC30,0.038584199757942375,BC12,0.01
IRX5,0.014795135087380864,BC12,0.01
CPD,-0.05823076689803546,BC12,0.01
RNF14,0.0038999717300886526,BC12,0.01
IFI6,-0.06426428821221351,BC12,0.01
E4F1,0.05829232421570984,BC12,0.01
NR4A1,-0.03582053386425213,BC12,0.01
THBS1,-0.02343685102743336,BC12,0.01
TACO1,0.02561957726474407,BC12,0.01
PFDN6,-0.014775990328457687,BC12,0.01
WNK1,-0.07626425260366522,BC12,0.01
DEDD2,0.018095034976786918,BC12,0.01
PREX1,0.03940411692411255,BC12,0.01
GOT2,0.010554142768025639,BC12,0.01
DDX42,-0.0003549623032451956,BC12,0.01
PIGS,-0.013994347494354891,BC12,0.01
MSMB,0.014592664558783771,BC12,0.01
ISOC1,0.08615103695361039,BC12,0.01
RBL2,0.006791075686623189,BC12,0.01
NPEPL1,0.04317071429327699,BC12,0.01
TRPT1,-0.039372608028055006,BC12,0.01
HOXB7,0.10958794729066845,BC12,0.01
SCNN1A,0.0551119565066463,BC12,0.01
SLC35E3,0.04188903257773016,BC12,0.01
ZNF587,-0.0725616324797217,BC12,0.01
CTPS2,0.017743330927862032,BC12,0.01
MB,0.04513917694759324,BC12,0.01
FAM89B,-0.005314619402007273,BC12,0.01
UBE2S,0.03752632713281643,BC12,0.01
FBLN1,0.004359317883244236,BC12,0.01
RAB1B,-0.08171618991275002,BC12,0.01
NUDT9,0.01255256667445424,BC12,0.01
TXNDC15,0.0024346738619710944,BC12,0.01
ZCCHC10,-0.041704210572675364,BC12,0.01
CRBN,0.02588817484030202,BC12,0.01
RING1,-0.042596753936996794,BC12,0.01
SUMF1,-0.0071929825928466196,BC12,0.01
MYLIP,0.003242947722257772,BC12,0.01
PCP2,0.05694309977612678,BC12,0.01
MRPL45,-0.024552873517858405,BC12,0.01
KLHDC3,-0.010198970735843537,BC12,0.01
INO80C,0.05738023716716892,BC12,0.01
LY6K,-0.04723142938277601,BC12,0.01
ADCY1,0.011986326080994461,BC12,0.01
JARID2,-0.01072919407610945,BC12,0.01
TPP1,-0.01675037044662864,BC12,0.01
HAUS1,0.09422709031931843,BC12,0.01
TMEM54,-0.017784351304544782,BC12,0.01
ADIPOR2,0.02199031899930843,BC12,0.01
PTPRA,0.04483360033189478,BC12,0.01
ZNF444,0.045027652619394606,BC12,0.01
MAGED1,0.03312006386694279,BC12,0.01
OAZ3,0.030287121125493727,BC12,0.01
AIP,-0.04527046170018347,BC12,0.01
MRS2,0.012282722532352084,BC12,0.01
SMC4,0.007996980880604736,BC12,0.01
SLC2A4RG,-0.03125989875159482,BC12,0.01
DCAF10,-0.06001882611100501,BC12,0.01
STX16,0.022476706974062493,BC12,0.01
ATPAF1,0.015442510374154072,BC12,0.01
DYNC1LI2,-0.029077853696703272,BC12,0.01
NFATC4,0.1452517965235381,BC12,0.01
DHRSX,-0.07390509589894903,BC12,0.01
GOLM2,-0.016503683047263695,BC12,0.01
HOXC10,0.033934503932089854,BC12,0.01
MDM2,0.007372210421785736,BC12,0.01
CMTM8,-0.041908047604379876,BC12,0.01
MAGI1,0.03670502764196392,BC12,0.01
NCOA4,-0.009761613706357248,BC12,0.01
G6PC3,-0.027004178062115174,BC12,0.01
ZFAND2A,-0.0005819643964883924,BC12,0.01
IDH3B,-0.041034721958038395,BC12,0.01
SERPINI1,0.1260824068764756,BC12,0.01
NABP2,-0.022629967267256145,BC12,0.01
SLC25A1,0.06013825478087359,BC12,0.01
AC008268.1,-0.051444727128975166,BC12,0.01
ASXL1,-0.01384961586245288,BC12,0.01
GNS,0.06663306473255592,BC12,0.01
MBTPS1,0.0018164668250769938,BC12,0.01
NSL1,-0.0022461403004181957,BC12,0.01
MAT2A,0.0021410604677862505,BC12,0.01
STYXL1,0.0569559138400204,BC12,0.01
NSD1,-0.03901969704912737,BC12,0.01
SRARP,0.006100959685796106,BC12,0.01
TUG1,-0.038052479121248275,BC12,0.01
ELP5,0.0077111923136366205,BC12,0.01
COG2,-0.004936351092390842,BC12,0.01
