"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.47296148105689e-78,0.793045977089536,0.721,0.447,3.4695668720519e-73,"6","POLR2J"
9.74473616183212e-78,0.918012083748797,0.604,0.343,3.56910706663263e-73,"6","SNF8"
4.17811508439358e-77,1.49106680389283,0.817,0.599,1.53027643080999e-72,"6","ARL6IP1"
4.78784269186632e-77,0.721895088201065,0.658,0.382,1.75359526432296e-72,"6","ECHS1"
4.85606423089457e-77,0.941063813596866,0.289,0.107,1.77858208520745e-72,"6","ELP6"
4.93460966380901e-77,0.816104254217879,0.522,0.266,1.80735013546669e-72,"6","BABAM1"
5.09193621646052e-77,0.703142690511824,0.829,0.605,1.86497255864083e-72,"6","COX5A"
5.29401507338666e-77,0.869856681922552,0.582,0.316,1.9389859607786e-72,"6","MTCH2"
6.09887504863175e-77,0.785627970283738,0.565,0.299,2.23377397531186e-72,"6","TMEM14A"
7.20571929349176e-77,0.570799810862039,0.79,0.519,2.63916674843429e-72,"6","GPX1"
8.26061825317805e-77,0.763560078401182,0.64,0.377,3.02553404140899e-72,"6","MRPS12"
1.03638128379551e-76,0.825699646792034,0.62,0.357,3.79585009002943e-72,"6","MEA1"
1.25200083639716e-76,1.00240711876446,0.252,0.086,4.58557826338823e-72,"6","PCBD2"
1.28051873107437e-76,1.62338357188363,0.534,0.291,4.690027904433e-72,"6","KPNA2"
1.88257799692322e-76,0.720330097430476,0.735,0.479,6.895130171531e-72,"6","MRPL20"
2.33003599072263e-76,0.750852060955148,0.548,0.288,8.53398981962072e-72,"6","IFI27"
3.30970225304939e-76,0.434200924207101,0.922,0.732,1.21221154720187e-71,"6","NDUFA4"
3.31135481680978e-76,1.03149599321875,0.295,0.111,1.21281681520475e-71,"6","RBBP8"
3.33964268468788e-76,0.766215878180343,0.639,0.368,1.22317752969378e-71,"6","UQCRC1"
4.79584544803742e-76,0.728529932703347,0.751,0.487,1.75652635379819e-71,"6","POLR2K"
4.95609032891939e-76,0.872014452974909,0.637,0.398,1.81521764387002e-71,"6","LY6E"
1.41330936324512e-75,0.964405853394866,0.459,0.221,5.17638687382157e-71,"6","SSRP1"
2.63211745281069e-75,0.814989776671503,0.521,0.267,9.64039338266443e-71,"6","HSPB11"
3.36064279916767e-75,0.616642501605403,0.845,0.582,1.23086903162315e-70,"6","NDUFC2"
3.43888722267236e-75,0.604517879834678,0.863,0.652,1.25952683417598e-70,"6","TRMT112"
